last_name, first_name,player_id,year,b_total_pa,sprint_speed,
Marte, Starling,516782,2021,526,28.4,
Bumgarner, Madison,518516,2021,52,22.1,
Culberson, Charlie,518586,2021,271,28.1,
d'Arnaud, Travis,518595,2021,229,26.3,
Donaldson, Josh,518626,2021,543,24.5,
Freeman, Freddie,518692,2021,695,27.0,
Grandal, Yasmani,518735,2021,375,23.5,
Heyward, Jason,518792,2021,353,26.8,
Kelly, Merrill,518876,2021,58,23.6,
LeMahieu, DJ,518934,2021,679,26.5,
Moreland, Mitch,519048,2021,252,24.4,
Moustakas, Mike,519058,2021,206,25.2,
Rizzo, Anthony,519203,2021,576,25.2,
Romine, Austin,519222,2021,62,24.9,
Sogard, Eric,519299,2021,180,25.6,
Stanton, Giancarlo,519317,2021,579,24.7,
Vogt, Stephen,519390,2021,238,26.2,
Galvis, Freddy,520471,2021,394,25.8,
Perez, Salvador,521692,2021,665,26.1,
Flores, Wilmer,527038,2021,436,24.6,
Garcia, Avisail,541645,2021,515,28.7,
Inciarte, Ender,542255,2021,89,26.8,
Ozuna, Marcell,542303,2021,208,26.5,
Villar, Jonathan,542340,2021,505,27.3,
Ortega, Rafael,542364,2021,330,27.5,
Santana, Danny,542454,2021,127,28.0,
Aguilar, Jesus,542583,2021,510,24.3,
Berti, Jon,542932,2021,271,29.9,
Crawford, Brandon,543063,2021,549,25.8,
Cron, C.J.,543068,2021,547,25.9,
DeSclafani, Anthony,543101,2021,62,22.7,
Dickerson, Alex,543105,2021,312,26.7,
Gomes, Yan,543228,2021,375,26.3,
Grossman, Robbie,543257,2021,671,27.8,
Harrison, Josh,543281,2021,558,26.7,
Hendricks, Kyle,543294,2021,61,22.2,
Hicks, Aaron,543305,2021,126,26.9,
Higashioka, Kyle,543309,2021,211,25.4,
Hosmer, Eric,543333,2021,565,26.0,
McCann, James,543510,2021,412,26.7,
Miller, Brad,543543,2021,377,27.5,
Nola, Austin,543592,2021,194,26.0,
Rendon, Anthony,543685,2021,249,25.2,
Semien, Marcus,543760,2021,724,28.6,
Shaw, Travis,543768,2021,250,25.1,
Springer III, George,543807,2021,342,28.4,
Vazquez, Christian,543877,2021,498,25.2,
Wong, Kolten,543939,2021,492,26.7,
Gregorius, Didi,544369,2021,408,27.7,
Garcia, Leury,544725,2021,474,28.4,
Vargas, Ildemaro,545121,2021,83,27.0,
Grichuk, Randal,545341,2021,545,28.1,
Marisnick, Jake,545350,2021,198,28.8,
Stassi, Max,545358,2021,319,26.4,
Trout, Mike,545361,2021,146,29.3,
Herrera, Odubel,546318,2021,492,27.3,
Alford, Anthony,546990,2021,148,29.6,
Almora Jr., Albert,546991,2021,54,28.0,
Ruiz, Rio,547004,2021,141,25.7,
Harper, Bryce,547180,2021,599,27.8,
Perez, Roberto,547379,2021,161,24.7,
Abreu, Jose,547989,2021,659,26.5,
Diaz, Elias,553869,2021,371,25.8,
Narvaez, Omar,553882,2021,445,25.2,
Astudillo, Willians,553902,2021,216,24.2,
Suarez, Eugenio,553993,2021,574,26.7,
Wheeler, Zack,554430,2021,73,23.2,
Polanco, Gregory,570256,2021,382,27.2,
Gonzalez, Erik,570481,2021,229,27.5,
Urshela, Gio,570482,2021,442,25.7,
Schoop, Jonathan,570731,2021,674,27.0,
Arenado, Nolan,571448,2021,653,25.4,
Barnhart, Tucker,571466,2021,388,24.3,
Corbin, Patrick,571578,2021,63,22.8,
Farmer, Kyle,571657,2021,529,27.0,
Goodwin, Brian,571718,2021,271,27.3,
Hamilton, Billy,571740,2021,135,29.5,
Haniger, Mitch,571745,2021,691,27.2,
Hernandez, Enrique,571771,2021,585,27.4,
Holt, Brock,571788,2021,260,26.1,
Lamb, Jake,571875,2021,170,26.0,
Muncy, Max,571970,2021,592,26.7,
Myers, Wil,571976,2021,500,28.3,
Naquin, Tyler,571980,2021,454,27.7,
Owings, Chris,572008,2021,50,28.2,
Piscotty, Stephen,572039,2021,188,25.8,
Pollock, AJ,572041,2021,422,27.8,
Seager, Kyle,572122,2021,670,25.5,
Taylor, Michael A.,572191,2021,528,28.2,
Voit III, Luke,572228,2021,241,24.9,
Walker, Christian,572233,2021,445,27.4,
Zunino, Mike,572287,2021,375,26.0,
Carpenter, Matt,572761,2021,249,25.7,
Dickerson, Corey,572816,2021,365,27.2,
Garneau, Dustin,572863,2021,68,26.3,
Ruf, Darin,573131,2021,312,25.9,
Stroman, Marcus,573186,2021,58,24.1,
Yastrzemski, Mike,573262,2021,532,27.3,
Contreras, Willson,575929,2021,483,27.6,
Iglesias, Jose,578428,2021,511,28.3,
Torreyes, Ronald,591720,2021,344,26.9,
Valera, Breyvic,591971,2021,97,26.9,
Bryant, Kris,592178,2021,586,27.9,
Canha, Mark,592192,2021,625,27.8,
Casali, Curt,592200,2021,231,24.9,
Castellanos, Nick,592206,2021,585,27.6,
DeShields, Delino,592261,2021,58,28.3,
Drury, Brandon,592273,2021,88,26.4,
Gamel, Ben,592325,2021,400,27.7,
Gausman, Kevin,592332,2021,62,23.4,
Goodrum, Niko,592348,2021,325,28.5,
Gray, Jon,592351,2021,50,22.7,
Jones, JaCoby,592444,2021,105,27.4,
Judge, Aaron,592450,2021,633,27.6,
Machado, Manny,592518,2021,640,26.4,
Marmolejos, Jose,592530,2021,122,25.7,
Moran, Colin,592567,2021,359,23.9,
Pederson, Joc,592626,2021,481,26.9,
Ramos, Henry,592656,2021,55,26.3,
Realmuto, J.T.,592663,2021,537,28.8,
Renfroe, Hunter,592669,2021,572,27.3,
Rosario, Eddie,592696,2021,412,27.2,
Simmons, Andrelton,592743,2021,451,26.2,
Walker, Taijuan,592836,2021,51,27.2,
Wilkerson, Stevie,592859,2021,76,27.0,
Yelich, Christian,592885,2021,475,28.3,
Merrifield, Whit,593160,2021,720,28.6,
Bogaerts, Xander,593428,2021,603,27.7,
Rivas, Webster,593590,2021,77,25.4,
Alberto, Hanser,593643,2021,255,26.8,
Polanco, Jorge,593871,2021,644,28.0,
Sano, Miguel,593934,2021,532,26.5,
Difo, Wilmer,594694,2021,240,28.6,
Calhoun, Kole,594777,2021,182,24.7,
Duvall, Adam,594807,2021,555,28.6,
Eaton, Adam,594809,2021,288,28.0,
Gosselin, Phil,594838,2021,373,29.2,
Kiermaier, Kevin,595281,2021,390,29.2,
Knapp, Andrew,595284,2021,159,27.4,
Wallach, Chad,595453,2021,66,24.1,
Alfaro, Jorge,595751,2021,311,28.4,
Profar, Jurickson,595777,2021,412,26.3,
Baez, Javier,595879,2021,547,28.6,
Cave, Jake,595909,2021,178,27.9,
Evans, Phillip,595943,2021,247,27.6,
Gallagher, Cam,595956,2021,124,24.7,
Hedges, Austin,595978,2021,312,24.5,
Lindor, Francisco,596019,2021,524,27.8,
Nogowski Jr., John,596056,2021,143,25.1,
Odor, Rougned,596059,2021,361,26.7,
Slater, Austin,596103,2021,306,28.4,
Story, Trevor,596115,2021,595,28.7,
Vogelbach, Daniel,596129,2021,258,24.3,
Sanchez, Gary,596142,2021,440,25.3,
Kepler, Max,596146,2021,490,27.4,
Quinn, Roman,596451,2021,62,30.0,
Franco, Maikel,596748,2021,403,25.0,
Garcia, Robel,596825,2021,117,27.1,
Choi, Ji-Man,596847,2021,305,25.4,
Bradley Jr., Jackie,598265,2021,428,27.2,
La Stella, Tommy,600303,2021,242,24.9,
Severino, Pedro,600474,2021,419,25.9,
Nunez, Renato,600524,2021,55,27.0,
Candelario, Jeimer,600869,2021,626,27.2,
Daza, Yonathan,602074,2021,331,28.3,
Urias, Ramon,602104,2021,296,27.0,
Rondon, Jose,602922,2021,90,27.6,
Ahmed, Nick,605113,2021,473,27.8,
Anderson, Brian,605119,2021,264,27.0,
Barnes, Austin,605131,2021,225,26.9,
Bell, Josh,605137,2021,568,26.2,
Betts, Mookie,605141,2021,550,27.1,
Caratini, Victor,605170,2021,356,24.9,
Davis, J.D.,605204,2021,211,26.9,
Garcia, Aramis,605244,2021,94,25.8,
Musgrove, Joe,605397,2021,57,26.7,
Nola, Aaron,605400,2021,63,24.4,
Panik, Joe,605412,2021,257,26.2,
Perez, Michael,605421,2021,231,25.1,
Woodruff, Brandon,605540,2021,58,20.3,
Zimmer, Bradley,605548,2021,348,29.4,
Castro, Harold,605612,2021,339,26.2,
Arcia, Orlando,606115,2021,89,26.8,
Tapia, Raimel,606132,2021,533,28.3,
Aquino, Aristides,606157,2021,204,28.3,
Hernandez, Teoscar,606192,2021,595,28.5,
Mercedes, Yermin,606213,2021,262,26.4,
Peraza, Jose,606299,2021,154,27.6,
Marte, Ketel,606466,2021,374,26.7,
Greiner, Grayson,606988,2021,82,26.5,
Haase, Eric,606992,2021,381,27.9,
Nimmo, Brandon,607043,2021,386,28.9,
Peterson, Jace,607054,2021,302,28.1,
Turner, Trea,607208,2021,646,30.7,
Smith, Kevan,607345,2021,106,25.4,
Beaty, Matt,607461,2021,234,27.1,
Blandino, Alex,607468,2021,82,25.0,
Pillar, Kevin,607680,2021,347,27.6,
Stallings, Jacob,607732,2021,427,24.1,
Ramirez, Jose,608070,2021,636,28.2,
Bregman, Alex,608324,2021,400,25.6,
Fried, Max,608331,2021,67,26.1,
Gallo, Joey,608336,2021,616,27.4,
Kelly, Carson,608348,2021,359,25.6,
Seager, Corey,608369,2021,409,26.5,
Winker, Jesse,608385,2021,485,25.8,
Marquez, German,608566,2021,60,24.7,
Mazara, Nomar,608577,2021,181,26.4,
Murphy, Tom,608596,2021,325,27.0,
Jankowski, Travis,608671,2021,157,28.7,
Mayfield, Jack,608686,2021,290,27.2,
Plawecki, Kevin,608700,2021,173,25.4,
Refsnyder, Rob,608701,2021,157,27.3,
Mondesi, Adalberto,609275,2021,136,28.5,
Andujar, Miguel,609280,2021,162,27.6,
Vosler, Jason,613564,2021,82,26.4,
Cordero, Franchy,614173,2021,136,28.6,
Reyes, Franmil,614177,2021,466,26.1,
Torrens, Luis,620443,2021,378,26.8,
Robertson, Daniel,621002,2021,90,26.5,
Martin Jr., Richie,621006,2021,105,29.4,
Schrock, Max,621011,2021,134,27.2,
Swanson, Dansby,621020,2021,653,28.4,
Newman, Kevin,621028,2021,554,28.4,
Taylor, Chris,621035,2021,582,28.8,
Correa, Carlos,621043,2021,640,26.9,
Buehler, Walker,621111,2021,82,24.7,
Dahl, David,621311,2021,220,27.7,
Phillips, Brett,621433,2021,292,28.5,
Taylor, Tyrone,621438,2021,271,28.6,
Buxton, Byron,621439,2021,254,30.0,
Brinson, Lewis,621446,2021,290,28.6,
Bolt, Skye,621450,2021,60,29.0,
Duggar, Steven,621453,2021,297,28.5,
Rios, Edwin,621458,2021,60,26.3,
Stewart, DJ,621466,2021,318,26.7,
Ward, Taylor,621493,2021,237,28.3,
Mathisen, Wyatt,621500,2021,51,,
Nido, Tomas,621512,2021,161,25.6,
Wisdom, Patrick,621550,2021,375,28.1,
Wendle, Joey,621563,2021,501,27.9,
Olson, Matt,621566,2021,673,25.9,
Jones, Taylor,622100,2021,108,26.3,
Duffy, Matt,622110,2021,322,26.4,
Walton, Donovan,622268,2021,69,27.0,
Castillo, Luis,622491,2021,59,25.0,
Margot, Manuel,622534,2021,464,28.6,
Reyes, Pablo,622569,2021,87,27.8,
Senzatela, Antonio,622608,2021,51,22.6,
Reyes, Victor,622682,2021,220,28.8,
Mateo, Jorge,622761,2021,209,30.4,
Velazquez, Andrew,623205,2021,68,29.3,
Bote, David,623520,2021,327,27.2,
Ramirez, Harold,623912,2021,361,28.6,
Santander, Anthony,623993,2021,438,26.1,
Alonso, Pete,624413,2021,637,26.0,
Arroyo, Christian,624414,2021,181,27.9,
Biggio, Cavan,624415,2021,294,28.3,
Conforto, Michael,624424,2021,479,27.0,
Frazier, Adam,624428,2021,639,27.1,
Trevino, Jose,624431,2021,302,24.5,
Gordon, Nick,624503,2021,216,27.9,
McGuire, Reese,624512,2021,217,26.3,
Nunez, Dom,624513,2021,263,25.3,
Soler, Jorge,624585,2021,602,26.9,
Sosa, Edmundo,624641,2021,326,29.7,
Heredia, Guillermo,628338,2021,347,27.8,
Hernandez, Yadiel,628450,2021,289,25.3,
Ibanez, Andy,628451,2021,272,28.0,
Urias, Julio,628711,2021,70,22.3,
Cronenworth, Jake,630105,2021,643,28.5,
Frazier, Jackson,640449,2021,218,27.1,
Meadows, Austin,640457,2021,591,27.5,
Mercado, Oscar,640458,2021,238,28.9,
Pinder, Chad,640461,2021,233,26.6,
Anderson, Tim,641313,2021,551,28.0,
Bauers, Jake,641343,2021,315,27.5,
Bellinger, Cody,641355,2021,350,28.1,
Calhoun, Willie,641432,2021,284,26.1,
Collins, Zack,641470,2021,231,25.2,
Crawford, J.P.,641487,2021,687,27.5,
Davis, Jonathan,641505,2021,103,28.8,
Dozier, Hunter,641531,2021,543,28.2,
Engel, Adam,641553,2021,140,29.7,
Fargas, Johneshwy,641561,2021,54,28.3,
Fraley, Jake,641584,2021,265,27.7,
Garver, Mitch,641598,2021,243,25.6,
Guillorme, Luis,641645,2021,156,25.9,
Hampson, Garrett,641658,2021,494,29.9,
Heim, Jonah,641680,2021,285,26.0,
Lewis, Kyle,641786,2021,147,27.7,
Locastro, Tim,641796,2021,156,30.7,
Mahle, Tyler,641816,2021,66,25.8,
Mancini III, Trey,641820,2021,616,26.6,
Martin, Jason,641829,2021,154,27.5,
McKinney, Billy,641856,2021,300,27.6,
McMahon, Ryan,641857,2021,596,26.2,
Neuse, Sheldon,641914,2021,66,27.0,
O'Neill, Tyler,641933,2021,537,29.7,
Sisco, Chance,642082,2021,83,24.9,
Smith, Dominic,642086,2021,493,26.2,
Tellez, Rowdy,642133,2021,325,25.1,
Valaika, Pat,642162,2021,281,27.0,
VanMeter, Josh,642165,2021,310,26.9,
Wade, Tyler,642180,2021,145,29.1,
White, Eli,642201,2021,220,30.5,
Williams, Justin,642211,2021,137,27.0,
Wong, Kean,642221,2021,66,27.6,
Mejia, Francisco,642336,2021,277,27.0,
Sierra, Magneuris,642423,2021,225,28.9,
Rosario, Amed,642708,2021,588,29.5,
Adames, Willy,642715,2021,555,28.0,
Gutierrez, Kelvin,642721,2021,295,28.3,
Alcantara, Sergio,642727,2021,255,27.2,
Estrada, Thairo,642731,2021,132,28.5,
Leyba, Domingo,642736,2021,96,26.4,
Wynns, Austin,642851,2021,139,25.1,
Benintendi, Andrew,643217,2021,538,27.6,
Cooper, Garrett,643265,2021,250,26.1,
Craig, Will,643269,2021,65,26.0,
Dubon, Mauricio,643289,2021,187,27.9,
Jansen, Danny,643376,2021,205,27.6,
Kemp, Tony,643393,2021,397,26.6,
Kiner-Falefa, Isiah,643396,2021,677,28.0,
Long Jr., Shed,643418,2021,121,26.5,
McNeil, Jeff,643446,2021,426,27.0,
Schwindel, Frank,643524,2021,259,26.2,
Tauchman, Mike,643565,2021,191,27.3,
Chang, Yu,644374,2021,251,28.3,
Alcantara, Sandy,645261,2021,64,24.5,
Albies, Ozzie,645277,2021,686,28.4,
Robles, Victor,645302,2021,369,28.3,
Ford, Mike,645801,2021,72,23.1,
Devers, Rafael,646240,2021,664,26.8,
Naylor, Josh,647304,2021,250,26.2,
Toro, Abraham,647351,2021,375,28.1,
Diaz, Aledmys,649557,2021,319,27.1,
Urias, Luis,649966,2021,570,26.5,
Diaz, Lewin,650331,2021,128,25.5,
Arraez, Luis,650333,2021,479,26.8,
Jimenez, Eloy,650391,2021,231,27.5,
Torres, Gleyber,650402,2021,516,27.0,
Castro, Willi,650489,2021,450,28.7,
Diaz, Yandy,650490,2021,541,26.5,
De La Cruz, Bryan,650559,2021,219,28.2,
Rengifo, Luis,650859,2021,190,28.1,
Pozo, Yohel,650968,2021,77,25.1,
Adams, Riley,656180,2021,120,26.3,
Bradley, Bobby,656252,2021,279,27.0,
Chapman, Matt,656305,2021,622,28.1,
Chavis, Michael,656308,2021,124,28.7,
Diaz, Isan,656371,2021,278,25.8,
Ellis, Drew,656403,2021,83,27.0,
Hill, Derek,656537,2021,150,30.5,
Hilliard, Sam,656541,2021,238,28.9,
Hoskins, Rhys,656555,2021,443,26.4,
Jackson, Alex,656577,2021,151,26.9,
Joe, Connor,656582,2021,211,27.0,
Luplow, Jordan,656669,2021,193,27.6,
McKinstry, Zach,656716,2021,172,27.9,
Mullins II, Cedric,656775,2021,675,28.5,
O'Hearn, Ryan,656811,2021,254,27.8,
Peters, DJ,656847,2021,240,29.0,
Rivera, Emmanuel,656896,2021,98,27.4,
Schwarber, Kyle,656941,2021,471,26.8,
Smith, Pavin,656976,2021,545,26.5,
Thomas, Lane,657041,2021,264,29.0,
Tucker, Cole,657061,2021,131,27.6,
Verdugo, Alex,657077,2021,604,27.0,
White, Evan,657108,2021,104,28.0,
Alvarez, Eddy,657193,2021,74,28.0,
Webb, Logan,657277,2021,53,23.7,
O'Grady, Brian,657434,2021,61,27.9,
DeJong, Paul,657557,2021,402,27.5,
Laureano, Ramon,657656,2021,378,27.6,
Sheets, Gavin,657757,2021,179,26.7,
Fuentes, Joshua,658069,2021,284,27.6,
Olivares, Edward,658668,2021,111,29.3,
Moncada, Yoan,660162,2021,616,27.7,
Ohtani, Shohei,660271,2021,639,28.8,
Tsutsugo, Yoshi,660294,2021,262,26.2,
Arauz, Jonathan,660620,2021,75,27.0,
Hernandez, Yonny,660634,2021,166,26.8,
Acuna Jr., Ronald,660670,2021,360,29.4,
Ruiz, Keibert,660688,2021,96,25.6,
Sanchez, Jesus,660821,2021,251,27.8,
Park, Hoy,660829,2021,150,28.3,
Contreras, William,661388,2021,185,27.0,
Varsho, Daulton,662139,2021,315,28.4,
Jones, Jahmai,663330,2021,72,28.3,
Nootbaar, Lars,663457,2021,124,28.4,
Hoerner, Nico,663538,2021,170,28.8,
Riley, Austin,663586,2021,662,27.8,
Madrigal, Nick,663611,2021,215,28.1,
Larnach, Trevor,663616,2021,301,26.5,
Mountcastle, Ryan,663624,2021,586,28.1,
McKenna, Ryan,663630,2021,197,29.3,
Hayes, Ke'Bryan,663647,2021,396,27.8,
Tucker, Kyle,663656,2021,567,27.4,
Cameron, Daz,663662,2021,115,28.2,
India, Jonathan,663697,2021,631,28.5,
Raleigh, Cal,663728,2021,148,27.0,
Grisham, Trent,663757,2021,527,28.8,
Vierling, Matt,663837,2021,77,29.2,
Stephenson, Tyler,663886,2021,402,26.9,
Williams, Luke,663897,2021,108,28.9,
Rodgers, Brendan,663898,2021,415,26.8,
Lowe, Nathaniel,663993,2021,642,27.3,
Happ, Ian,664023,2021,535,27.7,
France, Ty,664034,2021,650,25.3,
Lowe, Brandon,664040,2021,615,27.6,
Bader, Harrison,664056,2021,401,29.5,
Stevenson, Andrew,664057,2021,213,29.3,
Fletcher, David,664058,2021,665,27.7,
Haggerty, Sam,664059,2021,94,29.5,
Moore, Dylan,664238,2021,377,28.4,
Garlick, Kyle,664247,2021,107,26.8,
Straw, Myles,664702,2021,638,29.3,
Isbel, Kyle,664728,2021,83,28.2,
Bohm, Alec,664761,2021,417,27.8,
Wade Jr., LaMonte,664774,2021,381,26.5,
Tom, Ka'ai,664789,2021,133,28.1,
Mazeika, Patrick,664850,2021,87,25.8,
Zavala, Seby,664874,2021,104,25.7,
Mendick, Danny,664901,2021,186,26.6,
Brown, Seth,664913,2021,307,28.1,
McCarthy, Jake,664983,2021,70,30.1,
Walsh, Jared,665120,2021,585,27.0,
Maton, Nick,665155,2021,131,27.2,
Celestino, Gilberto,665482,2021,62,28.3,
Tatis Jr., Fernando,665487,2021,546,29.3,
Guerrero Jr., Vladimir,665489,2021,698,26.8,
Pache, Cristian,665506,2021,68,28.9,
Marchan, Rafael,665561,2021,56,27.8,
Soto, Juan,665742,2021,654,27.0,
Taveras, Leody,665750,2021,185,29.7,
Chisholm Jr., Jazz,665862,2021,507,29.1,
Gimenez, Andres,665926,2021,210,29.0,
Kirilloff, Alex,666135,2021,231,27.4,
Lux, Gavin,666158,2021,381,29.1,
Rortvedt, Ben,666163,2021,98,26.7,
Adell, Jo,666176,2021,140,29.9,
Bichette, Bo,666182,2021,690,28.0,
Carlson, Dylan,666185,2021,619,28.0,
Kieboom, Carter,666198,2021,249,27.4,
Trammell, Taylor,666211,2021,178,28.0,
Castro, Rodolfo,666801,2021,93,27.4,
Dalbec, Bobby,666915,2021,453,28.2,
Garcia, Adolis,666969,2021,622,28.4,
Gurriel Jr., Lourdes,666971,2021,541,26.6,
Rooker Jr., Brent,667670,2021,213,27.3,
Arozarena, Randy,668227,2021,604,28.8,
Barrera, Tres,668663,2021,107,24.7,
Rogers, Jake,668670,2021,127,27.2,
Baddoo, Akil,668731,2021,461,28.9,
Knizner, Andrew,668800,2021,185,25.7,
Reynolds, Bryan,668804,2021,646,28.7,
Rojas, Josh,668942,2021,550,27.6,
Marsh, Brandon,669016,2021,260,29.1,
Burnes, Corbin,669203,2021,59,22.8,
Murphy, Sean,669221,2021,448,25.8,
Senzel, Nick,669222,2021,124,29.1,
Edman, Tommy,669242,2021,691,28.9,
Solak, Nick,669256,2021,511,29.0,
Smith, Will,669257,2021,501,27.8,
Johnson, Daniel,669288,2021,81,28.3,
Espinal, Santiago,669289,2021,246,27.3,
Hiura, Keston,669374,2021,197,27.3,
Hays, Austin,669720,2021,529,27.4,
Lopez, Nicky,670032,2021,565,28.2,
Raley, Luke,670042,2021,72,28.9,
Short, Zack,670097,2021,184,28.4,
Rojas, Jose,670351,2021,184,27.2,
Young, Andrew,670370,2021,104,28.2,
Alvarez, Yordan,670541,2021,598,26.3,
Paredes, Isaac,670623,2021,85,26.4,
Brosseau, Mike,670712,2021,169,27.9,
Walls, Taylor,670764,2021,176,28.6,
Garcia, Luis,671277,2021,247,27.0,
Kelenic, Jarred,672284,2021,377,27.2,
Kirk, Alejandro,672386,2021,189,24.7,
Marcano, Tucupita,672779,2021,50,28.6,
Robert, Luis,673357,2021,296,28.0,
Akiyama, Shogo,673451,2021,183,28.1,
Kim, Ha-Seong,673490,2021,298,28.4,
Clement, Ernie,676391,2021,133,28.4,
Barrero, Jose,676480,2021,56,27.9,
Meyers, Jake,676694,2021,163,29.2,
Trejo, Alan,676701,2021,50,27.0,
McCormick, Chas,676801,2021,320,28.8,
Franco, Wander,677551,2021,308,28.5,
Duran, Jarren,680776,2021,112,29.3,
Jeffers, Ryan,680777,2021,293,25.8,
Miller, Owen,680911,2021,202,29.1,
Vaughn, Andrew,683734,2021,469,26.4,
