last_name, first_name,player_id,year,p_formatted_ip,p_k_percent,p_bb_percent,f_strike_percent,
Fleming, Josh,676596,2022,35.0,17.2,7.1,65.7,
Sears, JP,676664,2022,70.0,17.7,8.0,63.5,
Vest, Will,676684,2022,63.0,23.2,8.1,62.1,
Crawford, Kutter,676710,2022,77.1,23.1,8.7,61.4,
Hughes, Brandon,676714,2022,57.2,28.5,8.8,67.2,
Marinaccio, Ron,676760,2022,44.0,30.9,13.3,58.6,
Ashby, Aaron,676879,2022,107.1,26.5,9.9,61.7,
Garcia, Luis,677651,2022,157.1,24.4,7.3,58.2,
Bello, Brayan,678394,2022,57.1,20.5,10.1,62.7,
Gray, Josiah,680686,2022,148.2,23.7,10.2,57.8,
Bradish, Kyle,680694,2022,117.2,21.8,9.0,57.8,
Sandlin, Nick,680704,2022,44.0,22.8,13.3,54.5,
Winder, Josh,680739,2022,67.0,16.4,6.3,60.6,
Wantz, Andrew,681806,2022,50.1,25.5,10.3,55.9,
Vesia, Alex,681911,2022,54.1,34.8,10.6,60.6,
Hill, Garrett,682051,2022,60.1,15.2,11.0,60.8,
Murfee, Penn,682171,2022,69.1,27.9,6.6,65.7,
Pepiot, Ryan,686752,2022,36.1,26.3,16.9,62.5,
Brieske, Beau,689225,2022,81.2,15.9,7.4,59.9,
Elder, Bryce,693821,2022,54.0,20.7,10.1,55.9,
Wainwright, Adam,425794,2021,206.1,21.0,6.0,64.4,
Greinke, Zack,425844,2021,171.0,17.2,5.2,66,
Santana, Ervin,429722,2021,65.1,18.8,7.9,59.8,
Petit, Yusmeiro,433589,2021,78.0,11.8,3.8,62.5,
Jansen, Kenley,445276,2021,69.0,30.9,12.9,62.8,
Detwiler, Ross,446321,2021,52.1,27.1,8.7,53.7,
Kluber, Corey,446372,2021,80.0,24.0,9.7,64.5,
Hill, Rich,448179,2021,158.2,22.7,8.3,62.5,
Doolittle, Sean,448281,2021,49.2,23.8,10.3,65.5,
Guerra, Junior,448855,2021,65.1,19.9,15.0,49.7,
Morton, Charlie,450203,2021,185.2,28.6,7.7,58.2,
Davis, Wade,451584,2021,42.2,20.0,10.0,54.7,
Lester, Jon,452657,2021,141.1,14.5,8.8,56.9,
Kennedy, Ian,453178,2021,56.1,27.2,7.5,68.4,
Miller, Andrew,453192,2021,36.0,24.4,9.8,60.1,
Watson, Tony,453265,2021,57.1,19.6,8.0,60.3,
Bard, Daniel,453268,2021,65.2,26.3,11.8,60.7,
LeBlanc, Wade,453281,2021,49.0,13.1,7.7,61.4,
Parker, Blake,453284,2021,43.2,20.0,7.6,61.1,
Scherzer, Max,453286,2021,179.1,34.1,5.2,64.1,
Melancon, Mark,453343,2021,64.2,22.3,9.4,65.1,
Arrieta, Jake,453562,2021,98.2,17.7,9.4,58.2,
Martin, Chris,455119,2021,43.1,18.2,3.3,72.8,
Price, David,456034,2021,73.2,17.8,8.0,68.5,
Cueto, Johnny,456501,2021,114.2,20.0,6.1,65.8,
Happ, J.A.,457918,2021,152.1,18.2,7.2,61.7,
Lynn, Lance,458681,2021,157.0,27.5,7.0,58.5,
Tomlin, Josh,458708,2021,49.1,17.0,2.3,64.2,
McGee, Jake,459429,2021,59.2,24.3,4.2,66.4,
Soria, Joakim,465657,2021,37.1,25.2,7.5,69.8,
Chacin, Jhoulys,468504,2021,64.1,17.5,10.4,54.6,
Carrasco, Carlos,471911,2021,53.2,21.1,7.6,64.6,
Anderson, Brett,474463,2021,96.0,14.2,6.8,56.2,
Luetge, Lucas,476595,2021,72.1,25.9,5.0,58.3,
Kershaw, Clayton,477132,2021,121.2,29.5,4.3,62.7,
Miley, Wade,489119,2021,163.0,18.1,7.2,57.8,
Romo, Sergio,489265,2021,61.2,23.2,8.1,60.3,
Stammen, Craig,489334,2021,88.1,23.4,3.7,64.7,
Valdez, Cesar,491624,2021,46.0,21.4,6.7,61.5,
Ottavino, Adam,493603,2021,62.0,25.7,12.7,55.2,
Guerra, Deolis,500610,2021,65.2,23.0,7.4,56.1,
Quintana, Jose,500779,2021,63.0,28.6,11.8,59.9,
Pineda, Michael,501381,2021,109.1,19.2,4.6,69.9,
Alvarez, Jose,501625,2021,64.2,15.8,7.1,69.4,
Smith, Joe,501925,2021,39.2,19.7,4.6,66.1,
Minor, Mike,501985,2021,158.2,22.3,6.1,61.1,
Gibson, Kyle,502043,2021,182.0,20.6,8.5,59.4,
Cobb, Alex,502171,2021,93.1,24.9,8.4,61.3,
Espino, Paolo,502179,2021,109.2,20.2,5.5,60,
Boxberger, Brad,502202,2021,64.2,31.2,9.4,56.8,
Cahill, Trevor,502239,2021,37.0,19.3,8.4,55.4,
Anderson, Chase,502624,2021,48.0,16.3,9.3,59.3,
Holland, Derek,502706,2021,49.2,22.7,8.9,70.5,
Peralta, Wily,503449,2021,93.2,14.4,9.5,55,
Dolis, Rafael,503569,2021,32.0,25.0,17.3,54.2,
Darvish, Yu,506433,2021,166.1,29.2,6.5,60.6,
Colome, Alex,517008,2021,65.0,20.0,7.9,55,
Bumgarner, Madison,518516,2021,146.1,20.2,6.4,64.5,
Cishek, Steve,518553,2021,68.1,20.8,13.3,56.8,
Diekman, Jake,518617,2021,60.2,31.7,13.0,59.6,
Duffy, Danny,518633,2021,61.0,25.8,8.7,57.5,
Harvey, Matt,518774,2021,127.2,16.3,6.4,63.9,
Holland, Greg,518813,2021,55.2,21.8,10.7,55.2,
Kelly, Merrill,518876,2021,158.0,19.5,6.1,62.2,
Kimbrel, Craig,518886,2021,59.2,42.6,9.8,63.2,
Moore, Matt,519043,2021,73.0,18.9,11.4,62.2,
Pressly, Ryan,519151,2021,64.0,32.4,5.2,70.3,
Sale, Chris,519242,2021,42.2,28.4,6.6,68.1,
Smith, Will,519293,2021,68.0,30.7,9.9,63.7,
Strickland, Hunter,519326,2021,58.2,24.0,9.1,59.1,
Hendriks, Liam,521230,2021,71.0,42.3,2.6,71.4,
Kelly, Joe,523260,2021,44.0,27.5,8.2,58.6,
Perez, Martin,527048,2021,114.0,19.1,7.1,62.6,
Castellanos, Humberto,528748,2021,45.2,14.8,7.7,55.1,
Shoemaker, Matt,533167,2021,60.1,14.1,9.5,64.3,
Cisnero, Jose,542585,2021,61.2,23.4,11.7,52.3,
Anderson, Tyler,542881,2021,167.0,19.1,5.4,68.7,
Andriese, Matt,542882,2021,48.1,22.5,5.9,60.8,
Armstrong, Shawn,542888,2021,36.0,26.7,9.1,63.6,
Bass, Anthony,542914,2021,61.1,22.3,9.2,63.8,
Bleier, Richard,542947,2021,58.0,19.6,2.7,72.1,
Cole, Gerrit,543037,2021,181.1,33.5,5.6,66.8,
DeSclafani, Anthony,543101,2021,167.2,22.5,6.2,67,
Eovaldi, Nathan,543135,2021,182.1,25.5,4.6,65.3,
Gray, Sonny,543243,2021,135.1,27.0,8.7,59.1,
Hand, Brad,543272,2021,64.2,21.9,9.4,62.7,
Hendricks, Kyle,543294,2021,181.0,16.7,5.6,67.8,
Hudson, Daniel,543339,2021,51.2,35.7,7.6,60.3,
Lyles, Jordan,543475,2021,180.0,19.0,7.3,59.4,
May, Trevor,543507,2021,62.2,31.2,9.0,59.9,
McHugh, Collin,543521,2021,64.0,30.0,4.9,64.1,
Odorizzi, Jake,543606,2021,104.2,20.6,7.7,56.9,
Shaw, Bryan,543766,2021,77.1,21.3,11.4,55.4,
Familia, Jeurys,544727,2021,59.1,27.5,10.3,61.1,
Bauer, Trevor,545333,2021,107.2,31.7,8.6,60,
Kim, Kwang Hyun,547942,2021,106.2,17.7,8.6,60.4,
Ryu, Hyun Jin,547943,2021,169.0,20.4,5.3,63.9,
Chapman, Aroldis,547973,2021,56.1,39.9,15.6,58.9,
Raley, Brooks,548384,2021,49.0,31.7,7.8,64.4,
Stripling, Ross,548389,2021,101.1,21.8,7.0,64.3,
Kittredge, Andrew,552640,2021,71.2,27.3,5.3,70.1,
Garcia, Yimi,554340,2021,57.2,25.3,7.6,59.5,
Wheeler, Zack,554430,2021,213.1,29.1,5.4,66.8,
Matzek, Tyler,554431,2021,63.0,29.2,14.0,54.8,
Rodriguez, Joely,570257,2021,46.1,22.7,8.7,57.3,
Valdez, Phillips,570488,2021,40.0,19.8,10.7,54.5,
Urena, Jose,570632,2021,100.2,14.7,9.2,55.7,
Robles, Hansel,570663,2021,69.0,25.6,12.5,55.6,
Cessa, Luis,570666,2021,64.2,20.7,7.3,61.1,
Boyd, Matthew,571510,2021,78.2,19.9,6.8,71.8,
Brothers, Rex,571521,2021,53.0,31.8,14.8,48.9,
Corbin, Patrick,571578,2021,171.2,19.0,8.0,66,
Farmer, Buck,571656,2021,35.1,21.6,12.3,59.4,
Floro, Dylan,571670,2021,64.0,23.0,9.3,65.5,
Givens, Mychal,571710,2021,51.0,25.0,12.5,55.4,
Heaney, Andrew,571760,2021,129.2,26.9,7.3,67,
Loup, Aaron,571901,2021,56.2,26.1,7.3,64.2,
Matz, Steven,571927,2021,150.2,22.3,6.6,59.2,
Mikolas, Miles,571945,2021,44.2,16.7,5.9,67.7,
Richards, Garrett,572070,2021,136.2,18.6,9.7,59.4,
Smith, Burch,572143,2021,43.1,14.9,5.9,61.2,
Tepera, Ryan,572193,2021,61.1,30.8,7.9,63.5,
Johnson, Pierce,572955,2021,58.2,31.6,11.1,56.8,
Keuchel, Dallas,572971,2021,162.0,13.2,8.2,59.4,
Mantiply, Joe,573009,2021,39.2,21.5,9.6,64.4,
Rogers, Taylor,573124,2021,40.1,35.5,4.8,71.3,
Stroman, Marcus,573186,2021,179.0,21.6,6.0,62.1,
Thielbar, Caleb,573204,2021,64.0,28.9,7.5,59.8,
Minaya, Juan,573668,2021,40.0,25.7,12.0,54.5,
Kikuchi, Yusei,579328,2021,157.0,24.5,9.3,62.9,
Foltynewicz, Mike,592314,2021,139.0,16.6,6.1,61.8,
Gausman, Kevin,592332,2021,192.0,29.3,6.5,63.6,
Gonzalez, Chi Chi,592346,2021,101.2,12.5,6.3,60.5,
Gray, Jon,592351,2021,149.0,24.4,9.0,64.3,
Hembree, Heath,592390,2021,58.0,34.2,9.9,64,
Jackson, Luke,592426,2021,63.2,26.8,11.1,56.2,
Plutko, Adam,592644,2021,56.1,17.3,10.6,52,
Ray, Robbie,592662,2021,193.1,32.1,6.7,61.6,
Sanchez, Aaron,592717,2021,35.1,16.7,9.6,49.4,
Shreve, Chasen,592741,2021,56.1,19.1,11.9,63.4,
Smith, Caleb,592761,2021,113.2,24.8,12.6,56.3,
Smyly, Drew,592767,2021,126.2,21.4,7.5,64.9,
Stanek, Ryne,592773,2021,68.1,28.6,12.8,55.9,
Taillon, Jameson,592791,2021,144.1,23.2,7.3,62.9,
Velasquez, Vince,592826,2021,94.1,24.2,11.8,61.2,
Walker, Taijuan,592836,2021,159.0,22.3,8.4,64.1,
Williams, Trevor,592866,2021,91.0,22.2,7.7,67.7,
Rodriguez, Richard,593144,2021,64.1,16.7,4.0,70,
German, Domingo,593334,2021,98.1,23.9,6.6,63.4,
Martinez, Carlos,593372,2021,82.1,15.7,9.9,61.9,
Montas, Frankie,593423,2021,187.0,26.6,7.3,65.2,
Neris, Hector,593576,2021,74.1,31.6,10.3,60.6,
Suero, Wander,593833,2021,42.2,23.2,7.9,58.7,
Rodriguez, Eduardo,593958,2021,157.2,27.4,7.0,63.6,
Peralta, Wandy,593974,2021,51.0,19.6,9.6,63.9,
Mayers, Mike,594577,2021,75.0,28.6,8.3,60.3,
deGrom, Jacob,594798,2021,92.0,45.1,3.4,63,
Gonzales, Marco,594835,2021,143.1,18.5,7.2,62.7,
Ponce de Leon, Daniel,594965,2021,33.1,15.2,13.9,54.4,
Treinen, Blake,595014,2021,72.1,29.7,8.7,66,
Winkler, Dan,595465,2021,39.2,21.1,15.8,57.4,
Curtiss, John,595928,2021,44.1,23.5,6.4,66.3,
Junis, Jakob,596001,2021,39.1,24.4,7.1,56.5,
Norris, Daniel,596057,2021,57.0,23.4,12.1,58.9,
Stephenson, Robert,596112,2021,46.0,26.4,9.1,57.4,
Weaver, Luke,596133,2021,65.2,22.5,7.3,63.6,
Gomber, Austin,596295,2021,115.1,23.2,8.4,65.5,
Barnes, Matt,598264,2021,54.2,37.8,9.0,68.8,
Machado, Andres,600921,2021,35.2,19.5,9.7,53.6,
Pivetta, Nick,601713,2021,155.0,26.5,9.8,63.4,
Barlow, Scott,605130,2021,74.1,29.7,9.2,62.2,
Bassitt, Chris,605135,2021,157.1,25.0,6.1,61.9,
Bradley, Archie,605151,2021,51.0,17.9,9.8,61.9,
Bundy, Dylan,605164,2021,90.2,21.2,8.6,57.4,
Chafin, Andrew,605177,2021,68.2,24.1,7.1,62.6,
Davies, Zach,605200,2021,148.0,17.1,11.2,52.4,
Fulmer, Michael,605242,2021,69.2,24.6,6.7,58.1,
Holmes, Clay,605280,2021,70.0,26.7,9.9,61,
Houser, Adrian,605288,2021,142.1,17.5,10.7,58.8,
Lopez, Jorge,605347,2021,121.2,20.2,10.1,56.6,
Musgrove, Joe,605397,2021,181.1,27.1,7.2,60.8,
Nola, Aaron,605400,2021,180.2,29.8,5.2,66.6,
Romano, Jordan,605447,2021,63.0,33.6,9.9,66.8,
Ross, Joe,605452,2021,108.0,23.7,7.4,64.5,
Snell, Blake,605483,2021,128.2,30.9,12.5,57.6,
Springs, Jeffrey,605488,2021,44.2,35.2,7.8,63.7,
Thompson, Zach,605507,2021,75.0,21.0,8.9,61,
Turnbull, Spencer,605513,2021,50.0,21.9,6.0,65.7,
Wendelken, J.B.,605525,2021,43.2,20.1,11.3,56.8,
Wisler, Matt,605538,2021,48.2,31.8,5.6,64.6,
Woodruff, Brandon,605540,2021,179.1,29.8,6.1,66,
Gallegos, Giovanny,606149,2021,80.1,30.6,6.5,62,
Montero, Rafael,606160,2021,49.1,18.7,7.6,64.4,
Payamps, Joel,606303,2021,50.1,18.5,6.8,57.6,
Garcia, Jarlin,606424,2021,68.2,25.3,6.7,60.8,
Rodon, Carlos,607074,2021,132.2,34.6,6.7,58.6,
Faria, Jake,607188,2021,32.2,20.8,8.4,51.3,
Glasnow, Tyler,607192,2021,88.0,36.2,7.9,62.4,
Fedde, Erick,607200,2021,133.1,21.7,8.1,62.8,
Gant, John,607231,2021,110.0,18.7,14.5,53.1,
Garrett, Amir,607237,2021,47.2,28.4,13.5,60.6,
Patton, Spencer,607359,2021,42.1,27.9,8.7,54.7,
Banda, Anthony,607455,2021,33.2,20.9,8.5,55.3,
Bummer, Aaron,607481,2021,56.1,31.0,12.0,60.4,
Freeland, Kyle,607536,2021,120.2,20.4,7.4,60.4,
Howard, Sam,607572,2021,45.0,30.2,16.1,58.3,
Lugo, Seth,607625,2021,46.1,28.2,9.7,68.4,
Means, John,607644,2021,146.2,22.7,4.4,69.3,
Estevez, Carlos,608032,2021,61.2,22.2,7.8,60,
De Jong, Chase,608328,2021,43.2,19.9,9.7,59.7,
Fried, Max,608331,2021,165.2,23.7,6.1,64.6,
Funkhouser, Kyle,608335,2021,68.1,21.1,12.8,59.1,
Giolito, Lucas,608337,2021,178.2,27.9,7.2,59.9,
Irvin, Cole,608344,2021,178.1,16.3,5.5,65.2,
Sims, Lucas,608371,2021,47.0,39.0,9.2,58.3,
Wacha, Michael,608379,2021,124.2,22.9,5.9,68.8,
Marquez, German,608566,2021,180.0,23.3,8.5,57.8,
Chargois, JT,608638,2021,53.2,24.5,9.3,54.5,
Duffey, Tyler,608648,2021,62.1,24.0,11.0,61.8,
Graveman, Kendall,608665,2021,56.0,27.5,9.0,59.3,
Leone, Dominic,608678,2021,53.2,22.8,10.0,59.4,
Steckenrider, Drew,608716,2021,67.2,21.7,6.4,63.9,
Stratton, Chris,608717,2021,79.1,25.5,9.8,60.3,
Suter, Brent,608718,2021,73.1,22.0,7.7,62.9,
Voth, Austin,608723,2021,57.1,23.8,11.3,58.8,
Castro, Miguel,612434,2021,70.1,25.4,14.2,52.8,
Adams, Austin,613534,2021,52.2,31.5,14.5,52.3,
Ruiz, Jose,614179,2021,65.0,23.2,9.2,60.4,
Quantrill, Cal,615698,2021,149.2,19.6,7.6,65.6,
Sawamura, Hirokazu,617228,2021,53.0,26.2,13.7,49.3,
Reyes, Alex,621052,2021,72.1,30.0,16.4,53.8,
Kaprielian, James,621076,2021,119.1,24.5,8.2,59.2,
Eflin, Zach,621107,2021,105.2,22.4,3.6,66.1,
Buehler, Walker,621111,2021,207.2,26.0,6.4,65.4,
Blackburn, Paul,621112,2021,38.1,14.9,5.7,55.4,
Burr, Ryan,621114,2021,36.2,21.9,13.9,57,
McCullers Jr., Lance,621121,2021,162.1,27.0,11.1,55.6,
Mills, Alec,621219,2021,119.0,16.8,6.6,65.2,
Alvarado, Jose,621237,2021,55.2,27.1,18.7,51.6,
Diaz, Edwin,621242,2021,62.2,34.6,8.9,60.2,
Berrios, Jose,621244,2021,192.0,26.1,5.8,64.5,
Underwood Jr., Duane,621249,2021,72.2,20.3,8.4,62.1,
Wittgren, Nick,621295,2021,62.1,23.6,6.6,60.8,
Minter, A.J.,621345,2021,52.1,25.8,9.0,64.3,
Clay, Sam,621348,2021,45.0,15.9,10.3,52.2,
Hearn, Taylor,621368,2021,104.1,20.9,9.5,61.4,
Young, Alex,622065,2021,52.0,17.5,11.0,56.4,
Wood, Alex,622072,2021,138.2,26.0,6.7,64.6,
Almonte, Yency,622075,2021,47.2,21.7,13.4,55.1,
Zimmer, Kyle,622092,2021,54.0,20.6,13.5,55.4,
Smith, Drew,622098,2021,41.1,24.8,9.7,67.7,
Sborz, Josh,622250,2021,59.0,26.8,12.5,58.6,
Staumont, Josh,622251,2021,65.2,27.3,10.2,58,
Tate, Dillon,622253,2021,67.2,17.1,8.0,62,
Castillo, Luis,622491,2021,187.2,23.9,9.3,59.6,
Crismatt, Nabil,622503,2021,81.1,20.2,6.8,54.3,
Senzatela, Antonio,622608,2021,156.2,15.7,4.8,64,
Hernandez, Elieser,622694,2021,51.2,23.6,6.2,66.2,
Diaz, Miguel,622766,2021,42.0,26.7,11.0,62.8,
Sewald, Paul,623149,2021,64.2,39.4,9.1,60,
Flexen, Chris,623167,2021,179.2,16.9,5.4,63.4,
Hader, Josh,623352,2021,58.2,45.5,10.7,60.3,
Suarez, Ranger,624133,2021,106.0,25.6,7.9,57,
Thompson, Keegan,624522,2021,53.1,22.6,12.8,58.7,
Gonzalez, Victor,624647,2021,35.1,21.3,12.3,66.9,
Lopez, Reynaldo,625643,2021,57.2,24.8,5.9,61.3,
Maeda, Kenta,628317,2021,106.1,24.9,7.1,59.8,
Iglesias, Raisel,628452,2021,70.0,37.7,4.4,68.9,
Urias, Julio,628711,2021,185.2,26.2,5.1,70.7,
Crowe, Wil,640444,2021,116.2,21.2,10.9,54.2,
Finnegan, Kyle,640448,2021,66.0,23.1,11.6,64.8,
Manaea, Sean,640455,2021,179.1,25.7,5.4,66.6,
Alzolay, Adbert,640470,2021,125.2,24.7,6.6,63.8,
Lopez, Pablo,641154,2021,102.2,27.5,6.2,62.4,
Alexander, Tyler,641302,2021,106.1,19.3,6.2,65.6,
Bickford, Phil,641360,2021,51.1,28.5,9.2,64.2,
Bowden, Ben,641386,2021,35.2,23.7,11.9,56,
Brentz, Jake,641394,2021,64.0,27.3,13.3,57,
Brogdon, Connor,641401,2021,57.2,21.3,7.7,61.8,
Cortes Jr., Nestor,641482,2021,93.0,27.5,6.7,59.9,
Dunning, Dane,641540,2021,117.2,22.3,8.4,63.4,
Foster, Matt,641582,2021,39.0,23.0,7.5,52.3,
Jimenez, Joe,641729,2021,45.1,27.1,16.7,58.9,
Kay, Anthony,641743,2021,33.2,25.0,11.5,59,
Keller, Brad,641745,2021,133.2,19.6,10.4,59.4,
Kinley, Tyler,641755,2021,70.1,23.1,8.8,60.5,
Kuhl, Chad,641771,2021,80.1,21.5,12.0,51.6,
Lauer, Eric,641778,2021,118.2,23.9,8.4,61.3,
Littell, Zack,641793,2021,61.2,25.0,9.5,60.3,
Mahle, Tyler,641816,2021,180.0,27.7,8.4,63.9,
Mayza, Tim,641835,2021,53.0,27.1,5.7,64,
Ober, Bailey,641927,2021,92.1,25.3,5.0,67.3,
Pagan, Emilio,641941,2021,63.1,26.2,6.8,59.7,
Rogers, Josh,642028,2021,35.2,14.6,9.3,63.6,
Smith, Riley,642092,2021,67.1,12.0,5.0,65,
Sulser, Cole,642121,2021,63.1,28.4,8.9,59.5,
Taylor, Blake,642130,2021,42.2,21.8,11.7,48.7,
Trivino, Lou,642152,2021,73.2,21.6,11.0,59.5,
Widener, Taylor,642203,2021,70.1,22.9,11.6,54.4,
Williams, Devin,642207,2021,54.0,38.5,12.4,58.8,
Yarbrough, Ryan,642232,2021,155.0,17.9,4.1,64.9,
Soto, Gregory,642397,2021,63.2,27.5,14.5,59.1,
Loaisiga, Jonathan,642528,2021,70.2,24.4,5.7,61.1,
Barria, Jaime,642545,2021,56.2,14.0,7.6,60,
Peralta, Freddy,642547,2021,144.1,33.6,9.7,61.7,
Santana, Dennis,642701,2021,54.2,19.4,13.5,57.2,
Cimber, Adam,643256,2021,71.2,17.8,5.6,60.9,
Dunn, Justin,643290,2021,50.1,22.5,13.3,55.5,
Fry, Paul,643316,2021,47.1,27.9,16.3,51.6,
Green, Chad,643338,2021,83.2,31.4,5.4,64.1,
Jax, Griffin,643377,2021,82.0,18.1,8.1,59.2,
Rogers, Tyler,643511,2021,81.0,16.9,4.0,64.4,
Alcantara, Sandy,645261,2021,205.2,24.0,6.0,64,
Pop, Zach,647315,2021,54.2,20.7,9.8,51.8,
Wells, Alex,649144,2021,42.2,13.2,8.1,60.4,
Hernandez, Darwinzon,650382,2021,40.0,29.7,17.0,52.7,
Mejia, J.C.,650496,2021,52.1,19.7,10.1,54.2,
Garcia, Bryan,650530,2021,39.1,16.7,13.0,56,
Abreu, Bryan,650556,2021,36.0,22.4,11.2,42.2,
King, Michael,650633,2021,63.1,22.5,8.7,64,
Civale, Aaron,650644,2021,124.1,19.9,6.2,65.1,
Santana, Edgar,650828,2021,42.2,18.9,6.9,61.7,
Cabrera, Genesis,650893,2021,70.0,26.0,12.2,53.4,
Castillo, Diego,650895,2021,58.1,32.2,7.3,57.6,
Abreu, Albert,656061,2021,36.2,22.4,12.2,57.4,
Barnes, Charlie,656212,2021,38.0,11.4,9.1,61.1,
Bielak, Brandon,656232,2021,50.0,21.1,9.6,52.3,
Canning, Griffin,656288,2021,62.2,22.4,10.1,57.8,
Cease, Dylan,656302,2021,165.2,31.9,9.6,58.3,
Coonrod, Sam,656322,2021,42.1,25.9,8.1,63.6,
Feyereisen, J.P.,656420,2021,56.0,22.6,14.1,63.2,
Flaherty, Jack,656427,2021,78.1,26.4,8.1,58.9,
Gilbert, Tyler,656457,2021,40.0,15.9,8.3,61.8,
Gilbreath, Lucas,656458,2021,42.2,23.8,12.4,54.1,
Hentges, Sam,656529,2021,68.2,21.4,10.1,50,
Hoffman, Jeff,656546,2021,73.0,23.6,13.4,54.7,
Holloway, Jordan,656548,2021,36.0,22.8,16.5,57,
Houck, Tanner,656557,2021,69.0,30.5,7.4,60.7,
Keller, Mitch,656605,2021,100.2,19.6,10.4,56,
Kopech, Michael,656629,2021,69.1,36.1,8.4,63,
Lange, Alex,656638,2021,35.2,24.1,9.9,63,
Martin, Brett,656685,2021,62.1,15.9,5.3,66.3,
Megill, Tylor,656731,2021,89.2,26.1,7.1,67.5,
Montgomery, Jordan,656756,2021,157.1,24.5,7.7,66.9,
Newcomb, Sean,656794,2021,32.1,28.7,18.0,51,
Peterson, David,656849,2021,66.2,24.0,10.1,58.2,
Rasmussen, Drew,656876,2021,76.0,23.8,8.1,69,
Scott, Tanner,656945,2021,54.0,27.9,14.7,55.6,
Sheffield, Justus,656954,2021,80.1,16.4,11.2,62.6,
Steele, Justin,657006,2021,57.0,23.8,10.9,57.7,
Taylor, Josh,657031,2021,47.2,28.7,11.0,62.1,
Toussaint, Touki,657053,2021,50.0,22.2,10.2,57.9,
Watkins, Spenser,657093,2021,54.2,13.7,7.5,55.7,
Webb, Jacob,657097,2021,34.1,21.6,9.2,61.6,
Webb, Logan,657277,2021,148.1,26.5,6.0,66.6,
Hill, Tim,657612,2021,59.2,22.0,9.0,64.4,
Lamet, Dinelson,659275,2021,47.0,27.3,10.5,62.2,
Ohtani, Shohei,660271,2021,130.1,29.3,8.3,58,
Yang, Hyeon-Jong,660365,2021,35.1,15.6,10.0,56.9,
Ynoa, Huascar,660623,2021,91.0,26.9,6.7,58.9,
Suarez, Jose,660761,2021,98.1,20.6,8.7,60,
Graterol, Brusdar,660813,2021,33.1,18.0,8.7,66.9,
De Los Santos, Enyel,660853,2021,35.1,27.7,10.4,65.9,
Alcala, Jorge,660896,2021,59.2,26.6,5.7,64.9,
Gutierrez, Vladimir,661269,2021,114.0,17.7,9.3,61.1,
Clase, Emmanuel,661403,2021,69.2,26.5,5.7,63.3,
Thornton, Trent,663423,2021,49.0,24.1,7.4,59.3,
Rainey, Tanner,663432,2021,31.2,27.8,16.6,60.3,
Bubic, Kris,663460,2021,130.0,20.5,10.6,55.4,
Allard, Kolby,663465,2021,124.2,19.5,5.8,60.5,
McKenzie, Triston,663474,2021,120.0,27.5,11.7,63.2,
Allen, Logan,663531,2021,50.1,16.7,7.7,55.9,
Mize, Casey,663554,2021,150.1,19.3,6.7,62.3,
McClanahan, Shane,663556,2021,123.1,27.3,7.2,64.4,
Santillan, Tony,663574,2021,43.1,29.5,11.1,53.2,
Neidert, Nick,663734,2021,35.2,13.4,14.6,64.3,
Lynch, Daniel,663738,2021,68.0,17.7,10.0,55.6,
Woodford, Jake,663765,2021,67.2,17.1,8.5,58.4,
Sandoval, Patrick,663776,2021,87.0,25.9,9.9,57.9,
Kowar, Jackson,663804,2021,30.1,18.8,13.0,53.2,
Singer, Brady,663903,2021,128.1,22.4,9.0,55.8,
Paddack, Chris,663978,2021,108.1,21.6,4.8,63.6,
Stephan, Trevor,663986,2021,63.1,26.6,11.0,58.7,
Gonsolin, Tony,664062,2021,55.2,27.2,14.2,57.3,
Ponce, Cody,664074,2021,38.1,20.1,6.1,60.1,
Fairbanks, Pete,664126,2021,42.2,29.6,11.1,60.8,
Brubaker, JT,664141,2021,124.1,24.0,7.1,61.8,
Lucchesi, Joey,664192,2021,38.1,26.1,7.0,66.2,
Clarke, Taylor,664199,2021,43.1,20.1,7.2,63.5,
Maton III, Phil,664208,2021,66.2,28.6,10.8,61.6,
Valdez, Framber,664285,2021,134.2,21.9,10.1,54.2,
Javier, Cristian,664299,2021,101.1,30.7,12.5,48.2,
Urquidy, Jose,664353,2021,107.0,21.3,4.5,64.3,
Helsley, Ryan,664854,2021,47.1,22.8,13.1,56.3,
Keller, Kyle,664918,2021,33.1,23.2,14.2,59.1,
Misiewicz, Anthony,664948,2021,54.2,22.5,6.4,67.5,
Kremer, Dean,665152,2021,53.2,19.2,10.2,55.9,
Anderson, Ian,666120,2021,128.1,23.2,9.9,58.9,
Garrett, Braxton,666129,2021,34.0,20.1,12.6,64.2,
Manning, Matt,666159,2021,85.1,14.8,8.6,64.2,
Luzardo, Jesus,666200,2021,95.1,22.4,11.0,58.4,
Manoah, Alek,666201,2021,111.2,27.7,8.7,57.3,
Muller, Kyle,666205,2021,36.2,23.9,12.9,48.7,
King, John,667463,2021,46.0,20.7,6.2,61.1,
Plesac, Zach,668676,2021,142.2,16.7,5.7,65.9,
Gallen, Zac,668678,2021,121.1,26.6,9.4,61.6,
Kranick, Max,668820,2021,38.2,17.6,10.4,56.6,
Wilson, Bryse,669060,2021,74.0,14.3,6.8,61.7,
Zimmermann, Bruce,669145,2021,64.1,19.6,7.7,57.9,
Burnes, Corbin,669203,2021,167.0,35.6,5.2,62.4,
Akin, Keegan,669211,2021,95.0,19.2,9.4,63,
