last_name, first_name,player_id,year,sl_avg_speed,sl_avg_break,ch_avg_speed,ch_avg_break,cu_avg_speed,cu_avg_break,si_avg_speed,si_avg_break,fc_avg_spin,fc_avg_break,fs_avg_speed,fs_avg_break,
Pop, Zach,647315,2022,85,8.3,89.3,10.7,,,96.5,17.9,,,,,
Abreu, Bryan,650556,2022,88.4,9.5,89.7,18.3,84.5,14,96,19.4,,,,,
King, Michael,650633,2022,82.3,18.8,88.3,19.5,,,95.5,18.4,,,,,
Civale, Aaron,650644,2022,80.4,14.9,,,75.9,21.3,91.3,17,2612,8.3,85.5,14.5,
Quijada, Jose,650671,2022,81.3,11.7,86.9,17.2,,,,,,,,,
Cabrera, Genesis,650893,2022,87.4,6,90.2,18.3,79.3,13.9,95.9,20.4,,,,,
Castillo, Diego,650895,2022,88.4,6.4,,,,,95.1,18.2,,,,,
Sanchez, Cristopher,650911,2022,84.8,3.3,84.4,17.2,,,93,19.8,,,,,
Abreu, Albert,656061,2022,88.6,6.4,88,19,,,98.5,19.8,,,,,
Beeks, Jalen,656222,2022,82.1,4.4,90.3,18.8,,,,,2255,7.7,,,
Bird, Jake,656234,2022,,,88,11.1,81.7,17,95,11.2,2354,8,,,
Burke, Brock,656271,2022,87.2,6.5,88.1,19.1,,,93.5,20.9,,,,,
Cease, Dylan,656302,2022,87.4,5,77.8,17.5,81.1,17.7,96.5,20.4,,,,,
Davidson, Tucker,656353,2022,86.6,6.6,85.4,17.8,78.4,12,93,18.9,,,,,
Davis, Austin,656354,2022,80.5,15.3,86.3,17.8,77.7,35,93.6,18,,,,,
Faedo, Alex,656412,2022,85,4.5,86.2,19.5,,,,,,,,,
Flaherty, Jack,656427,2022,83.8,7.9,86.2,14.3,77.2,17.2,91,14.3,2274,8.2,,,
Gilbreath, Lucas,656458,2022,82.7,5.7,,,,,,,,,85,11.5,
Hentges, Sam,656529,2022,88,5.3,,,81.3,15.5,95.7,17.6,,,,,
Hoffman, Jeff,656546,2022,81.2,12.2,87.7,16.5,,,,,,,,,
Houck, Tanner,656557,2022,85.4,11.5,,,,,94.5,16.9,,,87.6,15.5,
Keller, Mitch,656605,2022,84.3,14.4,91.2,15.8,78.7,19,94.4,18.6,,,,,
Kopech, Michael,656629,2022,84.3,5.9,85.2,17,78.4,11.1,,,,,,,
Lange, Alex,656638,2022,,,89.7,16.9,85.5,5.9,96.2,18.5,,,,,
Logue, Zach,656657,2022,,,82,15.3,77.5,11.4,,,2237,8.8,,,
Martin, Brett,656685,2022,86.8,4.8,,,82.8,8.3,93.5,19.3,,,,,
Megill, Trevor,656730,2022,88.5,8.7,,,83.3,18.2,98.9,20,,,,,
Megill, Tylor,656731,2022,85.2,5.7,89.1,17.1,80.4,11.8,,,2220,4.5,,,
Montgomery, Jordan,656756,2022,,,82.3,16.3,80.2,6.2,93,19.7,2387,9.8,,,
Nelson, Nick,656793,2022,89.9,5.4,87.9,17.9,81.9,11.2,,,,,,,
Peterson, David,656849,2022,84.4,5.2,85.8,17.4,78.5,11.1,93.2,19.4,,,,,
Rasmussen, Drew,656876,2022,84.6,13.1,,,79.6,16.4,94.8,20.4,2612,5.3,,,
Scott, Tanner,656945,2022,89.2,5.7,,,,,,,,,,,
Smeltzer, Devin,656970,2022,77.1,16,82.2,14,75.2,15.7,88.6,18.3,2160,9.3,,,
Steele, Justin,657006,2022,82.1,14.6,87.5,16.3,78.1,14.4,91.6,15.5,,,,,
Swanson, Erik,657024,2022,84.9,10,,,,,,,,,83.5,13.4,
Thompson, Ryan,657044,2022,79.5,17,81.1,6.2,,,90,17.7,2146,7.5,,,
Watkins, Spenser,657093,2022,78.4,14.6,86,15,76.8,15.3,90.9,19.7,2455,9.8,,,
Wright, Kyle,657140,2022,90.1,8.2,88.1,16.1,84.7,12.7,94.4,17.5,,,,,
Otto Jr., Glenn,657248,2022,81.1,16.8,88.2,17,81.2,12.7,92.2,17.2,,,,,
Webb, Logan,657277,2022,82.5,10.5,86.4,9.3,,,91.8,15.2,,,,,
Schmidt, Clarke,657376,2022,86.4,9.4,89.6,8.9,83.5,17.7,94.9,16.2,,,,,
Hill, Tim,657612,2022,82.4,5.2,,,,,89.5,16.5,1963,10.1,,,
Koenig, Jared,657649,2022,,,82.8,15.2,77.6,13.1,89.2,16.6,2124,6.9,,,
Ryan, Joe,657746,2022,82,5.9,84.6,20,74.9,13.3,,,,,,,
Ohtani, Shohei,660271,2022,85.3,15,,,77.7,17.6,97.2,17.7,2410,7.3,89.3,6.8,
Suarez, Jose,660761,2022,81.7,10.7,82.4,14.4,78,12.7,91.7,18.3,,,,,
Graterol, Brusdar,660813,2022,90.6,6.4,,,,,99.7,18.3,2323,7.9,,,
De Los Santos, Enyel,660853,2022,83.1,3.3,87.3,18.2,,,,,,,,,
Gutierrez, Vladimir,661269,2022,82.2,13.3,82.9,16.6,78.4,17,,,,,,,
Martinez, Adrian,661309,2022,82,4.1,84,14.9,,,93.8,19.4,,,,,
Duran, Jhoan,661395,2022,89.7,4.3,,,87.8,7.8,,,,,96.4,13.5,
Clase, Emmanuel,661403,2022,91.9,7.9,,,,,,,2653,11.7,,,
Martinez, Seth,661527,2022,79.6,15.2,86.5,15.4,,,90.9,15.3,2436,8.3,,,
Munoz, Andres,662253,2022,88.6,7.4,,,,,,,,,,,
Suarez, Robert,663158,2022,,,89.3,18.2,80.6,10.5,97,20.3,2206,11.1,,,
Feltner, Ryan,663372,2022,84.4,7,83.8,8.3,77.9,12.8,93.5,13.3,,,,,
Thornton, Trent,663423,2022,82.2,15.1,,,79.7,18.1,92.9,16.4,,,,,
Martin, Davis,663436,2022,84.3,7.6,85.9,17.6,79.7,14.1,,,,,,,
Pilkington, Konnor,663455,2022,81.9,3.6,84.4,16.7,77,12.8,93.3,25.2,,,,,
Bubic, Kris,663460,2022,,,80.7,17,79.4,15.1,,,,,,,
McKenzie, Triston,663474,2022,87.3,11.6,,,79.4,11.5,,,,,,,
McClanahan, Shane,663556,2022,89.3,6.1,87.7,19.4,82,13.8,,,,,,,
Moran, Jovani,663558,2022,81.2,9.7,83.3,16.1,,,,,,,,,
Falter, Bailey,663559,2022,83.5,6.3,83.1,17.2,76.6,10.3,91,19,,,,,
Lynch, Daniel,663738,2022,85.9,3.6,84.8,17,81.1,6.2,93.4,18.6,,,,,
Woodford, Jake,663765,2022,82.1,13.3,85.2,14.6,75.3,20.3,91.8,15.1,,,,,
Sandoval, Patrick,663776,2022,86.3,7.5,83.7,16.8,78.6,14.4,93.4,18.6,,,,,
Hicks, Jordan,663855,2022,84.7,12.3,92.1,18.1,,,99.4,17.9,,,,,
Singer, Brady,663903,2022,85.5,4.3,86.9,18.9,,,93.8,18.3,,,,,
Stephan, Trevor,663986,2022,85.9,10.6,,,,,,,,,87.9,13.1,
Gonsolin, Tony,664062,2022,87.5,6.3,,,80.7,12.6,,,,,83.5,12.9,
Effross, Scott,664123,2022,79.8,13.3,83,16.8,,,90.3,18.4,,,,,
Gibaut, Ian,664139,2022,84.2,13.9,85.9,16.9,,,,,2356,10.6,,,
Brubaker, JT,664141,2022,86.7,2.9,87.2,16.7,80,10.9,93.1,19,,,,,
Swarmer, Matt,664161,2022,82.1,8.5,85.7,11.7,,,,,,,,,
Clarke, Taylor,664199,2022,88.4,5.5,89,15.2,,,,,,,,,
Maton III, Phil,664208,2022,80.9,18.7,84.2,17.9,74.5,21.8,90.2,17.9,2656,13.4,,,
Valdez, Framber,664285,2022,,,88.7,15.7,79.1,20.1,93.9,16.2,2674,6.8,,,
Moreta, Dauri,664294,2022,85.7,4.8,87.8,19.1,,,96,20.9,,,,,
Javier, Cristian,664299,2022,79.8,15.8,85.3,17.6,76.5,16.4,,,,,,,
Urquidy, Jose,664353,2022,80.1,14.9,86.1,20.9,78.1,16.9,,,2508,8.2,,,
Diaz, Alexis,664747,2022,86.9,6.3,,,81.4,15.6,,,,,,,
Helsley, Ryan,664854,2022,89.1,6.1,89.7,16.5,80.7,13.6,,,,,,,
Lawrence, Justin,664875,2022,82.3,15.5,,,,,95.1,16.7,,,,,
Kremer, Dean,665152,2022,,,83.8,15.6,76.5,18.6,91.7,20.3,2478,9.9,,,
Garcia, Rony,665621,2022,,,87.5,15.3,80.3,8.2,92.5,18.7,,,,,
Sanmartin, Reiver,665665,2022,82,6.5,85.2,17.1,,,90.5,18.3,,,,,
Cabrera, Edward,665795,2022,86.9,5.8,92.5,18.2,83.8,11,95.8,20.2,,,,,
Assad, Javier,665871,2022,81.2,11.8,85.4,16.4,75.9,15.4,92.3,18.8,2134,8.2,,,
Anderson, Ian,666120,2022,,,88.2,14.5,81.7,3.8,93.5,16.8,,,,,
Garrett, Braxton,666129,2022,84.1,9.8,85.9,17.6,78.7,14.6,90.9,18.1,,,,,
Ragans, Cole,666142,2022,,,82.1,21.6,76.3,18.4,,,2419,7.7,,,
Lodolo, Nick,666157,2022,,,88.3,18.2,81.5,14.1,94.2,19.9,,,,,
Manning, Matt,666159,2022,83.7,13.7,86.2,14,79.7,14.3,92.8,17.5,,,,,
Luzardo, Jesus,666200,2022,,,87.2,17.8,83.7,2.4,95.7,20.8,,,,,
Manoah, Alek,666201,2022,81.5,14.7,86.5,17.7,,,93.3,18.2,,,,,
Brash, Matt,666374,2022,86.8,15.6,85.9,19.3,84.5,16,,,,,,,
Castillo, Max,666721,2022,83.4,5.9,87.5,15,,,,,,,,,
Doval, Camilo,666808,2022,87.7,6.9,,,,,98.4,11.8,2531,14,,,
Nance, Tommy,667297,2022,86.9,4.6,,,85.3,16.5,94.2,17.6,,,,,
Jackson, Zach,667427,2022,85.2,3.5,88.9,12.2,,,,,2204,21.4,,,
King, John,667463,2022,78.9,15.2,80.7,16.1,,,92.4,15.8,2449,4.3,,,
Plesac, Zach,668676,2022,85.4,7.7,85.7,17,79.3,9.8,89.4,20.2,,,,,
Gallen, Zac,668678,2022,86.7,8.4,86.2,12.9,81.6,14,94.7,20.3,2424,9.3,,,
Greene, Hunter,668881,2022,88.1,6.2,90.1,16.6,,,,,,,,,
Ashcraft, Graham,668933,2022,85.8,11.8,89.8,14.9,,,97.2,12.1,2383,9.8,,,
McCarty, Kirk,668948,2022,82.7,7.6,84.7,18.3,77.1,13.3,90.9,27.2,2416,9.7,,,
Gore, MacKenzie,669022,2022,87.4,6,84.8,18.8,80.8,11.1,,,,,,,
Wilson, Bryse,669060,2022,83.4,7.1,85.1,13.9,77.2,17.2,92.1,18.1,,,,,
Zimmermann, Bruce,669145,2022,85.1,3.8,84.7,19.8,81,7.9,90.5,17.7,,,,,
Heasley, Jonathan,669169,2022,85.6,5.4,84.9,16.8,78.5,16.8,93.1,21.9,,,,,
Burnes, Corbin,669203,2022,88.2,8,90.3,16.3,81.6,12,96.3,17.1,2626,12.5,,,
Akin, Keegan,669211,2022,85.3,6.2,84.1,18.5,75.1,16.2,,,,,,,
Morgan, Eli,669212,2022,85.7,6,75.9,16.2,80.5,13.5,,,2206,14.3,,,
Kuhnel, Joel,669270,2022,86.8,5.1,90.2,12.9,,,96,18.1,,,,,
Lee, Dylan,669276,2022,83.8,5.9,86.3,15.2,,,,,,,,,
Gilbert, Logan,669302,2022,86.9,8.1,86.2,17.7,80.8,9.6,94.7,18.6,,,,,
Wells, Tyler,669330,2022,87.5,9.4,86.7,20.1,77.8,15.1,,,,,,,
Skubal, Tarik,669373,2022,89.3,8.7,83.6,15.3,76.9,11.2,94.8,18.9,,,,,
Coleman, Dylan,669395,2022,83.3,14.5,,,,,98,19.3,,,,,
Lambert, Jimmy,669424,2022,84.4,6.6,85.4,16.1,76.8,19.5,,,,,,,
Rogers, Trevor,669432,2022,80.7,11.2,85.7,15.1,,,94.9,19.6,,,,,
Bieber, Shane,669456,2022,85,4.5,86.4,14.8,82,15,,,2502,9.1,,,
Nelson, Kyle,669459,2022,84.3,6.7,,,77,13.2,,,,,,,
Liberatore, Matthew,669461,2022,86,5.2,85.9,15.8,74.3,20.5,92.8,18.5,,,,,
Pallante, Andre,669467,2022,86.9,6.1,83.1,13.7,76.5,19.9,94.8,17.9,,,,,
Long, Sam,669674,2022,,,84.3,18.5,77,15.9,93,23,,,,,
Snead, Kirby,669912,2022,82,9.6,87.6,18.7,,,93.3,19.8,,,,,
Alexander, Jason,669920,2022,81.2,12.1,81.5,17.5,,,92.4,16.5,,,,,
Kirby, George,669923,2022,85.5,11.1,86,15.9,80.8,15.3,94.7,19.1,2149,6.6,,,
White, Mitch,669952,2022,85.4,9.6,87.2,15.3,80.2,15.4,94.2,19.4,,,,,
Festa, Matthew,670036,2022,82.9,16.1,,,,,92.5,16.2,,,,,
Oller, Adam,670124,2022,84.3,8.9,86.5,16.7,80.5,9.3,93.6,21,2180,10.5,,,
Schreiber, John,670167,2022,82.1,13.8,88.5,16,,,93.4,15.9,,,,,
Winckowski, Josh,670174,2022,84.8,6.8,89.9,16,,,94,17.4,2140,7.1,,,
Bednar, David,670280,2022,,,,,77.1,13.6,95.2,22.4,,,89.8,7.3,
Oviedo, Johan,670912,2022,85.7,6.6,88.8,16.7,78.4,12.2,,,,,,,
Richards, Trevor,670950,2022,,,84.1,17.6,85.1,4.3,,,,,,,
Ramirez, Yohan,670990,2022,82.7,16.5,,,,,95.7,18.8,,,,,
Foley, Jason,671345,2022,85.5,7.4,89.5,15.2,,,96.3,18.2,,,,,
Detmers, Reid,672282,2022,85.9,5.4,84.2,16.4,73.1,19.5,93.7,21,,,,,
Perez, Cionel,672335,2022,83.9,13.8,,,,,96.5,17.8,,,,,
Hernandez, Carlos,672578,2022,85.8,4.6,,,82.1,6.2,94.1,23.3,,,85,13.9,
Contreras, Roansy,672710,2022,83.8,5.4,89.7,18.6,78.9,15.6,,,,,,,
Adon, Joan,672851,2022,86.2,5.7,87.4,17.9,79.7,13.1,94.9,20.5,,,,,
Henry, Tommy,674072,2022,85.7,6.7,84.7,15.1,80.6,11,91.3,20.6,,,,,
Strider, Spencer,675911,2022,86.3,5.7,88.9,17.7,,,,,,,,,
Karinchak, James,675916,2022,,,,,82.9,9,,,,,,,
Howard, Spencer,675921,2022,,,79.5,16.6,75,18,,,2162,6.1,,,
Snider, Collin,676092,2022,86.3,7.2,89.5,14.1,,,96,15.2,,,,,
Abbott, Cory,676265,2022,86.6,12.1,,,84.4,6.5,,,,,,,
Whitlock, Garrett,676477,2022,83.2,3.8,84.6,18.9,,,95.3,20.2,,,,,
Fleming, Josh,676596,2022,,,82.2,15.3,79.5,13.6,91.2,17.9,1897,6.4,,,
Sears, JP,676664,2022,79.2,8.6,82.7,18.5,,,,,,,,,
Vest, Will,676684,2022,86.4,9.9,86.8,16.2,,,95.3,16.1,,,,,
Crawford, Kutter,676710,2022,85.2,5.7,86.6,15.5,79.7,16.9,,,2422,9.4,,,
Hughes, Brandon,676714,2022,82.9,5.7,85.3,18.8,,,93.2,19.2,,,,,
Marinaccio, Ron,676760,2022,80.4,16,83.9,17.4,,,,,,,,,
Ashby, Aaron,676879,2022,83.5,10.5,89.1,15.4,79.7,17.6,95.7,18.3,,,,,
Garcia, Luis,677651,2022,79.6,15.5,84.8,19.9,77.1,12.5,90.6,22,2354,7.8,,,
Bello, Brayan,678394,2022,85,5.4,88.2,17.4,80.2,10.6,96.3,17.9,,,,,
Gray, Josiah,680686,2022,85.8,6.1,88.2,19.2,82.7,6.2,94.7,20.9,,,,,
Bradish, Kyle,680694,2022,86.9,11.6,89.9,15.7,83.2,14.7,95.3,19.2,,,,,
Sandlin, Nick,680704,2022,78.9,14.5,,,,,93.5,16.3,,,88.3,12.1,
Winder, Josh,680739,2022,84.3,2.2,88.9,16.5,81,10.1,,,,,,,
Wantz, Andrew,681806,2022,81.3,13.9,86.9,11.8,,,,,2567,7.4,,,
Vesia, Alex,681911,2022,85,8.2,85.6,17.7,,,,,,,,,
Hill, Garrett,682051,2022,82.6,7.3,82.2,14,77.1,15.7,91.7,20,,,,,
Murfee, Penn,682171,2022,79.7,17.3,,,,,88.9,11.3,,,,,
Pepiot, Ryan,686752,2022,86.7,8.5,86.8,18.1,,,,,,,,,
Brieske, Beau,689225,2022,86.2,7.3,82,20.3,78.1,8.2,93.6,19.6,,,,,
Elder, Bryce,693821,2022,82.4,5.4,86,12.7,78.6,2.4,90.7,16.9,2153,14.4,,,
Wainwright, Adam,425794,2021,,,82.7,16,73.5,22.2,89.1,17.8,2408,9.4,,,
Greinke, Zack,425844,2021,83.6,9,86.4,13.7,71.2,15.7,89.5,17.2,,,,,
Santana, Ervin,429722,2021,84.4,5.4,87.2,15.4,,,,,,,,,
Petit, Yusmeiro,433589,2021,,,80.8,18.8,74.9,10.4,,,2136,17.3,,,
Jansen, Kenley,445276,2021,82,9.1,,,,,93.9,20.4,2677,19,,,
Detwiler, Ross,446321,2021,,,85.4,15.8,77.3,9.8,91.1,19.7,2060,5.8,,,
Kluber, Corey,446372,2021,,,84.7,14.9,81.9,17.2,90.7,17.9,2454,8.7,,,
Hill, Rich,448179,2021,69.6,22.8,80.9,17.8,71.8,23.2,84.8,19.2,2427,10.9,,,
Doolittle, Sean,448281,2021,84.2,7.1,,,79.7,8.3,,,,,80.4,12.4,
Guerra, Junior,448855,2021,84.2,7.1,,,80.8,10.6,93,19.9,,,84.1,12.3,
Morton, Charlie,450203,2021,,,86.4,18.4,80.6,19.5,94.6,18.4,2425,5.3,,,
Davis, Wade,451584,2021,,,84.4,14.3,81.9,13.5,91.4,16.5,2685,8.5,,,
Lester, Jon,452657,2021,,,81.3,13,72.6,11.9,87.6,13.9,2305,10.9,,,
Kennedy, Ian,453178,2021,,,87.1,18.5,80.3,14.4,,,2216,7.2,,,
Miller, Andrew,453192,2021,78.1,13.6,,,,,88.9,16.3,,,,,
Watson, Tony,453265,2021,83.1,4.3,85.9,21.2,,,92.3,20.3,,,,,
Bard, Daniel,453268,2021,87.1,10,89.8,16.2,,,97.3,15.8,,,,,
LeBlanc, Wade,453281,2021,,,79.5,15.8,73.3,14,87.6,18.4,2026,10.6,,,
Parker, Blake,453284,2021,,,,,75.8,10.5,,,2076,10.5,79.3,9.6,
Scherzer, Max,453286,2021,85.9,5.8,85,15.9,76.9,15.8,,,2469,9.3,,,
Melancon, Mark,453343,2021,,,,,82.2,15.2,,,2255,10.9,,,
Arrieta, Jake,453562,2021,88.3,8.1,87,16.9,80.4,16,91.4,18.3,,,,,
Martin, Chris,455119,2021,83.5,12.8,,,,,94.6,18.6,2077,6.2,87.4,10.7,
Price, David,456034,2021,,,85.5,15.8,76.6,10.7,92.9,18,2003,8.6,,,
Cueto, Johnny,456501,2021,84.1,6.9,82.7,12.7,79.1,4.9,91.6,19.4,2218,11.6,,,
Happ, J.A.,457918,2021,83,5.2,86.1,16.9,76.2,7.3,89.1,16.2,,,,,
Lynn, Lance,458681,2021,,,87.2,15.3,82.1,9,92.4,14.5,2538,6.3,,,
Tomlin, Josh,458708,2021,,,84.7,16.8,76.4,8.2,,,2557,11.5,,,
McGee, Jake,459429,2021,82.4,3.8,,,,,,,,,,,
Soria, Joakim,465657,2021,77.7,16.9,87.6,13.2,70,21.2,93.3,21.1,,,,,
Chacin, Jhoulys,468504,2021,88.2,7.5,84.6,10.1,81.2,12.8,92.9,16.2,,,,,
Carrasco, Carlos,471911,2021,87.7,6.7,87.3,8.1,82.3,12,92.5,17.2,,,,,
Anderson, Brett,474463,2021,81.7,7.9,82.2,15.9,76,13.9,89.1,17.6,2036,9.9,,,
Luetge, Lucas,476595,2021,81.3,9.8,,,74.5,19.8,,,2554,9.1,,,
Kershaw, Clayton,477132,2021,87.1,9.8,87,20.4,74.2,16.2,,,,,,,
Miley, Wade,489119,2021,79.2,12.8,81.9,16.4,74.7,14.5,88.7,18.7,2276,8.2,,,
Romo, Sergio,489265,2021,77,16.7,80.3,21,,,85.5,19.2,,,,,
Stammen, Craig,489334,2021,,,86.3,18.6,80.4,13.9,92.3,18.4,2293,10.3,,,
Valdez, Cesar,491624,2021,76.8,9.2,77.9,11.4,,,84.9,17.7,,,,,
Ottavino, Adam,493603,2021,80.6,19.2,88.4,16.4,79,18.5,94.6,16.8,2716,8.9,,,
Guerra, Deolis,500610,2021,84.1,8.7,81.7,14.9,77.1,17.4,90.8,21.4,,,,,
Quintana, Jose,500779,2021,,,86.7,14.1,78.8,12.4,91.6,19.9,,,,,
Pineda, Michael,501381,2021,81.2,2.8,85.5,18.2,,,,,,,,,
Alvarez, Jose,501625,2021,81.4,7,81.2,15.8,,,91.2,19.6,2304,10.1,,,
Smith, Joe,501925,2021,77.4,18.3,77.4,16.6,,,85.7,17.8,,,,,
Minor, Mike,501985,2021,85.6,6.2,85.2,20.5,80.4,14.2,,,,,,,
Gibson, Kyle,502043,2021,83.5,6.3,84.8,15.2,79.4,11.2,92.3,16.9,2367,8.5,,,
Cobb, Alex,502171,2021,,,,,83,11.8,92.7,19.8,,,87.5,14.6,
Espino, Paolo,502179,2021,77.6,18.6,83.7,13.1,71.1,22.8,,,,,,,
Boxberger, Brad,502202,2021,88,9.6,82.5,13.3,,,,,,,,,
Cahill, Trevor,502239,2021,,,82.3,14.2,78.6,15.4,89.7,19.4,2211,6.4,,,
Anderson, Chase,502624,2021,83.9,5.4,81.9,22.1,76.9,15.9,91.1,21.1,2327,10.5,,,
Holland, Derek,502706,2021,,,85,19.3,81.4,5.1,93.1,21.3,,,,,
Peralta, Wily,503449,2021,82.5,2.9,,,,,94,18,,,81.3,12.4,
Dolis, Rafael,503569,2021,86.4,8.4,,,,,94.8,20.5,,,86.8,13.3,
Darvish, Yu,506433,2021,81.6,16.6,80.2,15.1,75.1,17.2,94,19.4,2775,6.5,89,11.1,
Colome, Alex,517008,2021,,,,,,,,,2148,8.3,,,
Bumgarner, Madison,518516,2021,,,83.8,14.9,77.8,10.8,89.8,18.4,2407,8.9,,,
Cishek, Steve,518553,2021,77.5,17.1,82.3,17.3,,,90.2,18.5,,,,,
Diekman, Jake,518617,2021,83.3,13.7,87.1,15.4,,,95.3,19.1,,,,,
Duffy, Danny,518633,2021,83.4,7.6,85.2,20,77.3,17.7,93.6,20.5,,,,,
Harvey, Matt,518774,2021,86.9,7,85.3,18.7,79.9,14.3,92.9,20.7,,,,,
Holland, Greg,518813,2021,85.7,5.7,,,77.4,9.8,,,,,,,
Kelly, Merrill,518876,2021,,,87.2,16.6,81.3,13.6,91.6,17.8,2321,13.1,,,
Kimbrel, Craig,518886,2021,,,,,86.1,12.2,,,,,,,
Moore, Matt,519043,2021,,,82.5,18.4,80.7,10.3,,,2229,14.4,,,
Pressly, Ryan,519151,2021,90.5,6.4,,,82,19.8,95.2,16.3,,,,,
Sale, Chris,519242,2021,78,12.1,86.5,18.6,,,92.9,19.8,,,,,
Smith, Will,519293,2021,82.2,7.5,,,77.7,11.7,,,,,,,
Strickland, Hunter,519326,2021,83.8,10.3,89.1,17.5,,,93.7,16.3,,,,,
Hendriks, Liam,521230,2021,89,4.1,91.6,24.1,85.8,10,,,,,,,
Kelly, Joe,523260,2021,,,86.9,18.7,87.1,13.3,97.7,18.8,,,,,
Perez, Martin,527048,2021,,,84.8,17.7,78.7,7.6,92.8,19.9,2226,11.3,,,
Castellanos, Humberto,528748,2021,86.9,9.4,84.1,14.6,76.2,11.5,90.4,16.5,,,,,
Shoemaker, Matt,533167,2021,82.2,5.3,,,77.3,10.9,91.7,19,,,85.2,12.5,
Cisnero, Jose,542585,2021,88.4,7.4,90.8,18.4,,,96.4,19.5,,,,,
Anderson, Tyler,542881,2021,80,5.7,80.9,19,74.3,9.3,88.9,20.2,2489,10.4,,,
Andriese, Matt,542882,2021,,,86,4.8,80.1,15.4,89.6,17.9,2438,4.5,,,
Armstrong, Shawn,542888,2021,85.4,12.3,,,,,,,2657,9.1,,,
Bass, Anthony,542914,2021,85.9,5.6,,,,,95.3,19.7,,,87.9,14.2,
Bleier, Richard,542947,2021,78.9,7.9,83.1,18.4,,,90,15.7,1960,5.8,,,
Cole, Gerrit,543037,2021,88.4,6,89.8,18.9,83.4,16.1,97.7,22.3,,,,,
DeSclafani, Anthony,543101,2021,87.9,6.8,88.2,16.6,83,9.1,94,19.2,,,,,
Eovaldi, Nathan,543135,2021,85.8,6.8,,,78.5,14.6,,,2281,11.8,87.9,11.4,
Gray, Sonny,543243,2021,82,18.4,88,15.6,79.3,19.8,92.4,16.4,2584,7,,,
Hand, Brad,543272,2021,80.1,17.1,,,,,93,19.8,,,,,
Hendricks, Kyle,543294,2021,,,80,17.4,73.2,19.1,87.3,16.7,,,,,
Hudson, Daniel,543339,2021,88.2,5.9,87.8,20.4,,,96.7,23.8,,,,,
Lyles, Jordan,543475,2021,83.3,10.7,86.4,16.9,80.3,16.3,91.6,18.3,2544,6.3,,,
May, Trevor,543507,2021,84,6.7,87,18,,,,,,,,,
McHugh, Collin,543521,2021,79.5,18.9,85.8,16.3,74.3,19,,,2501,8.4,,,
Odorizzi, Jake,543606,2021,83.1,8.4,,,73.5,10.4,,,2056,11.3,84.7,12.7,
Shaw, Bryan,543766,2021,84.1,15.2,83.1,11,82.4,15.9,,,2405,8.3,,,
Familia, Jeurys,544727,2021,89.3,4.7,,,,,96.4,16.6,,,92,16.4,
Bauer, Trevor,545333,2021,80.8,17.6,88.1,18.2,79.6,21.5,94.4,21.1,2872,5.9,,,
Kim, Kwang Hyun,547942,2021,83.5,7.1,80.4,17.2,69.6,11.3,89,18.5,,,,,
Ryu, Hyun Jin,547943,2021,79.8,5.2,79.9,15.9,73.9,18,89.3,22.4,1997,9,,,
Chapman, Aroldis,547973,2021,85.1,13.4,,,,,100.6,20.7,,,88.4,7.4,
Raley, Brooks,548384,2021,81.8,17.3,85.8,17.2,79,17.2,90.7,17.7,2539,8.6,,,
Stripling, Ross,548389,2021,87.1,8,83.1,15,78,14.1,,,,,,,
Kittredge, Andrew,552640,2021,88.9,8.2,89.7,12.5,,,95.4,19.1,,,,,
Garcia, Yimi,554340,2021,90.4,7.4,88.6,17.9,83.6,11.4,94.8,18.1,,,,,
Wheeler, Zack,554430,2021,91.5,7,90.6,17.3,81.5,15.3,96.7,19.5,,,,,
Matzek, Tyler,554431,2021,84.7,9.6,,,80.8,16.9,,,,,,,
Rodriguez, Joely,570257,2021,85.7,4.1,88.4,11.6,,,94.1,19,,,,,
Valdez, Phillips,570488,2021,83,6.7,85.3,17.4,,,92.7,19.1,,,,,
Urena, Jose,570632,2021,85.3,7.3,89.8,16.7,,,93.8,17.5,,,,,
Robles, Hansel,570663,2021,90.2,5.6,89.3,16.5,73.3,6.5,96.4,23.1,,,,,
Cessa, Luis,570666,2021,82.7,5.1,87.9,14.5,,,93.2,18.6,,,,,
Boyd, Matthew,571510,2021,80.4,5.1,79.9,17.5,73.4,20.3,90.9,20,,,,,
Brothers, Rex,571521,2021,86.2,2.7,,,,,,,,,,,
Corbin, Patrick,571578,2021,80.7,4.2,81.5,16.9,64.7,4.6,92.6,19,2268,7.1,,,
Farmer, Buck,571656,2021,82.5,2.8,87.7,15.8,,,,,,,,,
Floro, Dylan,571670,2021,87.2,7.4,86.4,17.1,,,93.7,19.5,,,,,
Givens, Mychal,571710,2021,86.1,7.4,82.3,9.6,,,,,,,,,
Heaney, Andrew,571760,2021,79.3,6.5,83.8,19,79.4,8.2,,,,,,,
Loup, Aaron,571901,2021,,,79.9,17.6,75.6,19.7,92.4,20.1,2423,2.7,,,
Matz, Steven,571927,2021,88.9,6.5,85.1,16.4,77.6,16.3,94.5,19.6,,,,,
Mikolas, Miles,571945,2021,87.4,5.7,87.4,15.3,76.6,18.1,92.8,17.4,,,,,
Richards, Garrett,572070,2021,88.1,4.2,90.6,16.5,78.4,22.3,95.6,13.1,,,,,
Smith, Burch,572143,2021,83.5,4,82.1,18.9,78.7,17.2,,,,,,,
