last_name, first_name,player_id,year,b_total_pa,pop_2b_sba,
Suarez, Eugenio,553993,2021,574,,
Wheeler, Zack,554430,2021,73,,
Polanco, Gregory,570256,2021,382,,
Gonzalez, Erik,570481,2021,229,,
Urshela, Gio,570482,2021,442,,
Schoop, Jonathan,570731,2021,674,,
Arenado, Nolan,571448,2021,653,,
Barnhart, Tucker,571466,2021,388,1.99,
Corbin, Patrick,571578,2021,63,,
Farmer, Kyle,571657,2021,529,,
Goodwin, Brian,571718,2021,271,,
Hamilton, Billy,571740,2021,135,,
Haniger, Mitch,571745,2021,691,,
Hernandez, Enrique,571771,2021,585,,
Holt, Brock,571788,2021,260,,
Lamb, Jake,571875,2021,170,,
Muncy, Max,571970,2021,592,,
Myers, Wil,571976,2021,500,,
Naquin, Tyler,571980,2021,454,,
Owings, Chris,572008,2021,50,,
Piscotty, Stephen,572039,2021,188,,
Pollock, AJ,572041,2021,422,,
Seager, Kyle,572122,2021,670,,
Taylor, Michael A.,572191,2021,528,,
Voit III, Luke,572228,2021,241,,
Walker, Christian,572233,2021,445,,
Zunino, Mike,572287,2021,375,1.93,
Carpenter, Matt,572761,2021,249,,
Dickerson, Corey,572816,2021,365,,
Garneau, Dustin,572863,2021,68,1.96,
Ruf, Darin,573131,2021,312,,
Stroman, Marcus,573186,2021,58,,
Yastrzemski, Mike,573262,2021,532,,
Contreras, Willson,575929,2021,483,1.91,
Iglesias, Jose,578428,2021,511,,
Torreyes, Ronald,591720,2021,344,,
Valera, Breyvic,591971,2021,97,,
Bryant, Kris,592178,2021,586,,
Canha, Mark,592192,2021,625,,
Casali, Curt,592200,2021,231,1.99,
Castellanos, Nick,592206,2021,585,,
DeShields, Delino,592261,2021,58,,
Drury, Brandon,592273,2021,88,,
Gamel, Ben,592325,2021,400,,
Gausman, Kevin,592332,2021,62,,
Goodrum, Niko,592348,2021,325,,
Gray, Jon,592351,2021,50,,
Jones, JaCoby,592444,2021,105,,
Judge, Aaron,592450,2021,633,,
Machado, Manny,592518,2021,640,,
Marmolejos, Jose,592530,2021,122,,
Moran, Colin,592567,2021,359,,
Pederson, Joc,592626,2021,481,,
Ramos, Henry,592656,2021,55,,
Realmuto, J.T.,592663,2021,537,1.83,
Renfroe, Hunter,592669,2021,572,,
Rosario, Eddie,592696,2021,412,,
Simmons, Andrelton,592743,2021,451,,
Walker, Taijuan,592836,2021,51,,
Wilkerson, Stevie,592859,2021,76,,
Yelich, Christian,592885,2021,475,,
Merrifield, Whit,593160,2021,720,,
Bogaerts, Xander,593428,2021,603,,
Rivas, Webster,593590,2021,77,1.89,
Alberto, Hanser,593643,2021,255,,
Polanco, Jorge,593871,2021,644,,
Sano, Miguel,593934,2021,532,,
Difo, Wilmer,594694,2021,240,,
Calhoun, Kole,594777,2021,182,,
Duvall, Adam,594807,2021,555,,
Eaton, Adam,594809,2021,288,,
Gosselin, Phil,594838,2021,373,,
Kiermaier, Kevin,595281,2021,390,,
Knapp, Andrew,595284,2021,159,1.93,
Wallach, Chad,595453,2021,66,1.96,
Alfaro, Jorge,595751,2021,311,1.92,
Profar, Jurickson,595777,2021,412,,
Baez, Javier,595879,2021,547,,
Cave, Jake,595909,2021,178,,
Evans, Phillip,595943,2021,247,,
Gallagher, Cam,595956,2021,124,2.03,
Hedges, Austin,595978,2021,312,1.94,
Lindor, Francisco,596019,2021,524,,
Nogowski Jr., John,596056,2021,143,,
Odor, Rougned,596059,2021,361,,
Slater, Austin,596103,2021,306,,
Story, Trevor,596115,2021,595,,
Vogelbach, Daniel,596129,2021,258,,
Sanchez, Gary,596142,2021,440,1.95,
Kepler, Max,596146,2021,490,,
Quinn, Roman,596451,2021,62,,
Franco, Maikel,596748,2021,403,,
Garcia, Robel,596825,2021,117,,
Choi, Ji-Man,596847,2021,305,,
Bradley Jr., Jackie,598265,2021,428,,
La Stella, Tommy,600303,2021,242,,
Severino, Pedro,600474,2021,419,1.97,
Nunez, Renato,600524,2021,55,,
Candelario, Jeimer,600869,2021,626,,
Daza, Yonathan,602074,2021,331,,
Urias, Ramon,602104,2021,296,,
Rondon, Jose,602922,2021,90,,
Ahmed, Nick,605113,2021,473,,
Anderson, Brian,605119,2021,264,,
Barnes, Austin,605131,2021,225,2.06,
Bell, Josh,605137,2021,568,,
Betts, Mookie,605141,2021,550,,
Caratini, Victor,605170,2021,356,2.03,
Davis, J.D.,605204,2021,211,,
Garcia, Aramis,605244,2021,94,1.96,
Musgrove, Joe,605397,2021,57,,
Nola, Aaron,605400,2021,63,,
Panik, Joe,605412,2021,257,,
Perez, Michael,605421,2021,231,1.96,
Woodruff, Brandon,605540,2021,58,,
Zimmer, Bradley,605548,2021,348,,
Castro, Harold,605612,2021,339,,
Arcia, Orlando,606115,2021,89,,
Tapia, Raimel,606132,2021,533,,
Aquino, Aristides,606157,2021,204,,
Hernandez, Teoscar,606192,2021,595,,
Mercedes, Yermin,606213,2021,262,,
Peraza, Jose,606299,2021,154,,
Marte, Ketel,606466,2021,374,,
Greiner, Grayson,606988,2021,82,1.96,
Haase, Eric,606992,2021,381,1.95,
Nimmo, Brandon,607043,2021,386,,
Peterson, Jace,607054,2021,302,,
Turner, Trea,607208,2021,646,,
Smith, Kevan,607345,2021,106,1.97,
Beaty, Matt,607461,2021,234,,
Blandino, Alex,607468,2021,82,,
Pillar, Kevin,607680,2021,347,,
Stallings, Jacob,607732,2021,427,2.02,
Ramirez, Jose,608070,2021,636,,
Bregman, Alex,608324,2021,400,,
Fried, Max,608331,2021,67,,
Gallo, Joey,608336,2021,616,,
Kelly, Carson,608348,2021,359,1.99,
Seager, Corey,608369,2021,409,,
Winker, Jesse,608385,2021,485,,
Marquez, German,608566,2021,60,,
Mazara, Nomar,608577,2021,181,,
Murphy, Tom,608596,2021,325,2.04,
Jankowski, Travis,608671,2021,157,,
Mayfield, Jack,608686,2021,290,,
Plawecki, Kevin,608700,2021,173,2.1,
Refsnyder, Rob,608701,2021,157,,
Mondesi, Adalberto,609275,2021,136,,
Andujar, Miguel,609280,2021,162,,
Vosler, Jason,613564,2021,82,,
Cordero, Franchy,614173,2021,136,,
Reyes, Franmil,614177,2021,466,,
Torrens, Luis,620443,2021,378,2,
Robertson, Daniel,621002,2021,90,,
Martin Jr., Richie,621006,2021,105,,
Schrock, Max,621011,2021,134,,
Swanson, Dansby,621020,2021,653,,
Newman, Kevin,621028,2021,554,,
Taylor, Chris,621035,2021,582,,
Correa, Carlos,621043,2021,640,,
Buehler, Walker,621111,2021,82,,
Dahl, David,621311,2021,220,,
Phillips, Brett,621433,2021,292,,
Taylor, Tyrone,621438,2021,271,,
Buxton, Byron,621439,2021,254,,
Brinson, Lewis,621446,2021,290,,
Bolt, Skye,621450,2021,60,,
Duggar, Steven,621453,2021,297,,
Rios, Edwin,621458,2021,60,,
Stewart, DJ,621466,2021,318,,
Ward, Taylor,621493,2021,237,1.99,
Mathisen, Wyatt,621500,2021,51,,
Nido, Tomas,621512,2021,161,1.95,
Wisdom, Patrick,621550,2021,375,,
Wendle, Joey,621563,2021,501,,
Olson, Matt,621566,2021,673,,
Jones, Taylor,622100,2021,108,,
Duffy, Matt,622110,2021,322,,
Walton, Donovan,622268,2021,69,,
Castillo, Luis,622491,2021,59,,
Margot, Manuel,622534,2021,464,,
Reyes, Pablo,622569,2021,87,,
Senzatela, Antonio,622608,2021,51,,
Reyes, Victor,622682,2021,220,,
Mateo, Jorge,622761,2021,209,,
Velazquez, Andrew,623205,2021,68,,
Bote, David,623520,2021,327,,
Ramirez, Harold,623912,2021,361,,
Santander, Anthony,623993,2021,438,,
Alonso, Pete,624413,2021,637,,
Arroyo, Christian,624414,2021,181,,
Biggio, Cavan,624415,2021,294,,
Conforto, Michael,624424,2021,479,,
Frazier, Adam,624428,2021,639,,
Trevino, Jose,624431,2021,302,2.07,
Gordon, Nick,624503,2021,216,,
McGuire, Reese,624512,2021,217,1.97,
Nunez, Dom,624513,2021,263,2.01,
Soler, Jorge,624585,2021,602,,
Sosa, Edmundo,624641,2021,326,,
Heredia, Guillermo,628338,2021,347,,
Hernandez, Yadiel,628450,2021,289,,
Ibanez, Andy,628451,2021,272,,
Urias, Julio,628711,2021,70,,
Cronenworth, Jake,630105,2021,643,,
Frazier, Jackson,640449,2021,218,,
Meadows, Austin,640457,2021,591,,
Mercado, Oscar,640458,2021,238,,
Pinder, Chad,640461,2021,233,,
Anderson, Tim,641313,2021,551,,
Bauers, Jake,641343,2021,315,,
Bellinger, Cody,641355,2021,350,,
Calhoun, Willie,641432,2021,284,,
Collins, Zack,641470,2021,231,2.02,
Crawford, J.P.,641487,2021,687,,
Davis, Jonathan,641505,2021,103,,
Dozier, Hunter,641531,2021,543,,
Engel, Adam,641553,2021,140,,
Fargas, Johneshwy,641561,2021,54,,
Fraley, Jake,641584,2021,265,,
Garver, Mitch,641598,2021,243,2.03,
Guillorme, Luis,641645,2021,156,,
Hampson, Garrett,641658,2021,494,,
Heim, Jonah,641680,2021,285,1.99,
Lewis, Kyle,641786,2021,147,,
Locastro, Tim,641796,2021,156,,
Mahle, Tyler,641816,2021,66,,
Mancini III, Trey,641820,2021,616,,
Martin, Jason,641829,2021,154,,
McKinney, Billy,641856,2021,300,,
McMahon, Ryan,641857,2021,596,,
Neuse, Sheldon,641914,2021,66,,
O'Neill, Tyler,641933,2021,537,,
Sisco, Chance,642082,2021,83,2.08,
Smith, Dominic,642086,2021,493,,
Tellez, Rowdy,642133,2021,325,,
Valaika, Pat,642162,2021,281,,
VanMeter, Josh,642165,2021,310,,
Wade, Tyler,642180,2021,145,,
White, Eli,642201,2021,220,,
Williams, Justin,642211,2021,137,,
Wong, Kean,642221,2021,66,,
Mejia, Francisco,642336,2021,277,1.95,
Sierra, Magneuris,642423,2021,225,,
Rosario, Amed,642708,2021,588,,
Adames, Willy,642715,2021,555,,
Gutierrez, Kelvin,642721,2021,295,,
Alcantara, Sergio,642727,2021,255,,
Estrada, Thairo,642731,2021,132,,
Leyba, Domingo,642736,2021,96,,
Wynns, Austin,642851,2021,139,1.98,
Benintendi, Andrew,643217,2021,538,,
Cooper, Garrett,643265,2021,250,,
Craig, Will,643269,2021,65,,
Dubon, Mauricio,643289,2021,187,,
Jansen, Danny,643376,2021,205,1.94,
Kemp, Tony,643393,2021,397,,
Kiner-Falefa, Isiah,643396,2021,677,,
Long Jr., Shed,643418,2021,121,,
McNeil, Jeff,643446,2021,426,,
Schwindel, Frank,643524,2021,259,,
Tauchman, Mike,643565,2021,191,,
Chang, Yu,644374,2021,251,,
Alcantara, Sandy,645261,2021,64,,
Albies, Ozzie,645277,2021,686,,
Robles, Victor,645302,2021,369,,
Ford, Mike,645801,2021,72,,
Devers, Rafael,646240,2021,664,,
Naylor, Josh,647304,2021,250,,
Toro, Abraham,647351,2021,375,,
Diaz, Aledmys,649557,2021,319,,
Urias, Luis,649966,2021,570,,
Diaz, Lewin,650331,2021,128,,
Arraez, Luis,650333,2021,479,,
Jimenez, Eloy,650391,2021,231,,
Torres, Gleyber,650402,2021,516,,
Castro, Willi,650489,2021,450,,
Diaz, Yandy,650490,2021,541,,
De La Cruz, Bryan,650559,2021,219,,
Rengifo, Luis,650859,2021,190,,
Pozo, Yohel,650968,2021,77,2.21,
Adams, Riley,656180,2021,120,1.98,
Bradley, Bobby,656252,2021,279,,
Chapman, Matt,656305,2021,622,,
Chavis, Michael,656308,2021,124,,
Diaz, Isan,656371,2021,278,,
Ellis, Drew,656403,2021,83,,
Hill, Derek,656537,2021,150,,
Hilliard, Sam,656541,2021,238,,
Hoskins, Rhys,656555,2021,443,,
Jackson, Alex,656577,2021,151,1.92,
Joe, Connor,656582,2021,211,,
Luplow, Jordan,656669,2021,193,,
McKinstry, Zach,656716,2021,172,,
Mullins II, Cedric,656775,2021,675,,
O'Hearn, Ryan,656811,2021,254,,
Peters, DJ,656847,2021,240,,
Rivera, Emmanuel,656896,2021,98,,
Schwarber, Kyle,656941,2021,471,,
Smith, Pavin,656976,2021,545,,
Thomas, Lane,657041,2021,264,,
Tucker, Cole,657061,2021,131,,
Verdugo, Alex,657077,2021,604,,
White, Evan,657108,2021,104,,
Alvarez, Eddy,657193,2021,74,,
Webb, Logan,657277,2021,53,,
O'Grady, Brian,657434,2021,61,,
DeJong, Paul,657557,2021,402,,
Laureano, Ramon,657656,2021,378,,
Sheets, Gavin,657757,2021,179,,
Fuentes, Joshua,658069,2021,284,,
Olivares, Edward,658668,2021,111,,
Moncada, Yoan,660162,2021,616,,
Ohtani, Shohei,660271,2021,639,,
Tsutsugo, Yoshi,660294,2021,262,,
Arauz, Jonathan,660620,2021,75,,
Hernandez, Yonny,660634,2021,166,,
Acuna Jr., Ronald,660670,2021,360,,
Ruiz, Keibert,660688,2021,96,2.09,
Sanchez, Jesus,660821,2021,251,,
Park, Hoy,660829,2021,150,,
Contreras, William,661388,2021,185,2.01,
Varsho, Daulton,662139,2021,315,1.96,
Jones, Jahmai,663330,2021,72,,
Nootbaar, Lars,663457,2021,124,,
Hoerner, Nico,663538,2021,170,,
Riley, Austin,663586,2021,662,,
Madrigal, Nick,663611,2021,215,,
Larnach, Trevor,663616,2021,301,,
Mountcastle, Ryan,663624,2021,586,,
McKenna, Ryan,663630,2021,197,,
Hayes, Ke'Bryan,663647,2021,396,,
Tucker, Kyle,663656,2021,567,,
Cameron, Daz,663662,2021,115,,
India, Jonathan,663697,2021,631,,
Raleigh, Cal,663728,2021,148,1.97,
Grisham, Trent,663757,2021,527,,
Vierling, Matt,663837,2021,77,,
Stephenson, Tyler,663886,2021,402,1.96,
Williams, Luke,663897,2021,108,,
Rodgers, Brendan,663898,2021,415,,
Lowe, Nathaniel,663993,2021,642,,
Happ, Ian,664023,2021,535,,
France, Ty,664034,2021,650,,
Lowe, Brandon,664040,2021,615,,
Bader, Harrison,664056,2021,401,,
Stevenson, Andrew,664057,2021,213,,
Fletcher, David,664058,2021,665,,
Haggerty, Sam,664059,2021,94,,
Moore, Dylan,664238,2021,377,,
Garlick, Kyle,664247,2021,107,,
Straw, Myles,664702,2021,638,,
Isbel, Kyle,664728,2021,83,,
Bohm, Alec,664761,2021,417,,
Wade Jr., LaMonte,664774,2021,381,,
Tom, Ka'ai,664789,2021,133,,
Mazeika, Patrick,664850,2021,87,2.05,
Zavala, Seby,664874,2021,104,2.04,
Mendick, Danny,664901,2021,186,,
Brown, Seth,664913,2021,307,,
McCarthy, Jake,664983,2021,70,,
Walsh, Jared,665120,2021,585,,
Maton, Nick,665155,2021,131,,
Celestino, Gilberto,665482,2021,62,,
Tatis Jr., Fernando,665487,2021,546,,
Guerrero Jr., Vladimir,665489,2021,698,,
Pache, Cristian,665506,2021,68,,
Marchan, Rafael,665561,2021,56,1.88,
Soto, Juan,665742,2021,654,,
Taveras, Leody,665750,2021,185,,
Chisholm Jr., Jazz,665862,2021,507,,
Gimenez, Andres,665926,2021,210,,
Kirilloff, Alex,666135,2021,231,,
Lux, Gavin,666158,2021,381,,
Rortvedt, Ben,666163,2021,98,1.92,
Adell, Jo,666176,2021,140,,
Bichette, Bo,666182,2021,690,,
Carlson, Dylan,666185,2021,619,,
Kieboom, Carter,666198,2021,249,,
Trammell, Taylor,666211,2021,178,,
Castro, Rodolfo,666801,2021,93,,
Dalbec, Bobby,666915,2021,453,,
Garcia, Adolis,666969,2021,622,,
Gurriel Jr., Lourdes,666971,2021,541,,
Rooker Jr., Brent,667670,2021,213,,
Arozarena, Randy,668227,2021,604,,
Barrera, Tres,668663,2021,107,2,
Rogers, Jake,668670,2021,127,1.94,
Baddoo, Akil,668731,2021,461,,
Knizner, Andrew,668800,2021,185,1.99,
Reynolds, Bryan,668804,2021,646,,
Rojas, Josh,668942,2021,550,,
Marsh, Brandon,669016,2021,260,,
Burnes, Corbin,669203,2021,59,,
Murphy, Sean,669221,2021,448,1.9,
Senzel, Nick,669222,2021,124,,
Edman, Tommy,669242,2021,691,,
Solak, Nick,669256,2021,511,,
Smith, Will,669257,2021,501,1.96,
Johnson, Daniel,669288,2021,81,,
Espinal, Santiago,669289,2021,246,,
Hiura, Keston,669374,2021,197,,
Hays, Austin,669720,2021,529,,
Lopez, Nicky,670032,2021,565,,
Raley, Luke,670042,2021,72,,
Short, Zack,670097,2021,184,,
Rojas, Jose,670351,2021,184,,
Young, Andrew,670370,2021,104,,
Alvarez, Yordan,670541,2021,598,,
Paredes, Isaac,670623,2021,85,,
Brosseau, Mike,670712,2021,169,,
Walls, Taylor,670764,2021,176,,
Garcia, Luis,671277,2021,247,,
Kelenic, Jarred,672284,2021,377,,
Kirk, Alejandro,672386,2021,189,1.94,
Marcano, Tucupita,672779,2021,50,,
Robert, Luis,673357,2021,296,,
Akiyama, Shogo,673451,2021,183,,
Kim, Ha-Seong,673490,2021,298,,
Clement, Ernie,676391,2021,133,,
Barrero, Jose,676480,2021,56,,
Meyers, Jake,676694,2021,163,,
Trejo, Alan,676701,2021,50,,
McCormick, Chas,676801,2021,320,,
Franco, Wander,677551,2021,308,,
Duran, Jarren,680776,2021,112,,
Jeffers, Ryan,680777,2021,293,2.04,
Miller, Owen,680911,2021,202,,
Vaughn, Andrew,683734,2021,469,,
