last_name, first_name,player_id,year,p_formatted_ip,p_k_percent,p_bb_percent,ff_avg_speed,ff_range_speed,si_avg_speed,si_range_speed,fc_avg_speed,fc_range_speed,
Rogers, Josh,642028,2021,35.2,14.6,9.3,90.5,1.3,89.2,1.4,,,
Smith, Riley,642092,2021,67.1,12.0,5.0,92.6,1.5,92.9,1.3,84.2,1.5,
Sulser, Cole,642121,2021,63.1,28.4,8.9,93.2,1.1,,,,,
Taylor, Blake,642130,2021,42.2,21.8,11.7,93.1,1.5,,,,,
Trivino, Lou,642152,2021,73.2,21.6,11.0,95.6,1.1,95.9,1.1,92.9,1.3,
Widener, Taylor,642203,2021,70.1,22.9,11.6,92.6,1.8,,,85.7,,
Williams, Devin,642207,2021,54.0,38.5,12.4,95.3,1.2,95.7,1.4,82.4,1.7,
Yarbrough, Ryan,642232,2021,155.0,17.9,4.1,84.3,1.4,86.4,1.3,81.9,2.2,
Soto, Gregory,642397,2021,63.2,27.5,14.5,98.2,1.4,98.2,1.4,,,
Loaisiga, Jonathan,642528,2021,70.2,24.4,5.7,97.8,1.4,98.3,1.3,,,
Barria, Jaime,642545,2021,56.2,14.0,7.6,93.1,1.3,92.6,1.3,,,
Peralta, Freddy,642547,2021,144.1,33.6,9.7,93.4,1.7,92.4,1.7,,,
Santana, Dennis,642701,2021,54.2,19.4,13.5,96,1.1,95.3,1.1,,,
Cimber, Adam,643256,2021,71.2,17.8,5.6,87,1.2,87,1.3,,,
Dunn, Justin,643290,2021,50.1,22.5,13.3,93.7,1.1,,,,,
Fry, Paul,643316,2021,47.1,27.9,16.3,92.8,1.2,,,,,
Green, Chad,643338,2021,83.2,31.4,5.4,95.7,1,96,1.4,,,
Jax, Griffin,643377,2021,82.0,18.1,8.1,92.6,1,,,,,
Rogers, Tyler,643511,2021,81.0,16.9,4.0,82.7,1.2,82.8,1.2,,,
Alcantara, Sandy,645261,2021,205.2,24.0,6.0,98.1,1.4,97.6,1.4,,,
Pop, Zach,647315,2021,54.2,20.7,9.8,94.3,1.4,95.4,1.1,,,
Wells, Alex,649144,2021,42.2,13.2,8.1,88.5,1.6,,,,,
Hernandez, Darwinzon,650382,2021,40.0,29.7,17.0,94.8,1.2,95.2,1.5,,,
Mejia, J.C.,650496,2021,52.1,19.7,10.1,93,1.4,92.6,1.2,,,
Garcia, Bryan,650530,2021,39.1,16.7,13.0,93.2,1.5,94,1.1,,,
Abreu, Bryan,650556,2021,36.0,22.4,11.2,95.6,1.6,96.1,1.4,,,
King, Michael,650633,2021,63.1,22.5,8.7,95.2,1.5,93.9,1.5,87.9,2.2,
Civale, Aaron,650644,2021,124.1,19.9,6.2,91.4,1.1,91.8,1,87.7,1.3,
Santana, Edgar,650828,2021,42.2,18.9,6.9,93.2,1.4,94.3,1.1,,,
Cabrera, Genesis,650893,2021,70.0,26.0,12.2,97.6,1.3,97.7,1.4,,,
Castillo, Diego,650895,2021,58.1,32.2,7.3,95.4,1.4,94.6,1.3,,,
Abreu, Albert,656061,2021,36.2,22.4,12.2,97.8,1.3,98,1.3,,,
Barnes, Charlie,656212,2021,38.0,11.4,9.1,,,89.8,1.1,,,
Bielak, Brandon,656232,2021,50.0,21.1,9.6,94,1.3,93.2,1.5,90,1.6,
Canning, Griffin,656288,2021,62.2,22.4,10.1,93.5,1.2,,,,,
Cease, Dylan,656302,2021,165.2,31.9,9.6,96.7,1.5,,,,,
Coonrod, Sam,656322,2021,42.1,25.9,8.1,98.5,1.3,97.7,1.1,,,
Feyereisen, J.P.,656420,2021,56.0,22.6,14.1,93.1,1.1,93.5,,,,
Flaherty, Jack,656427,2021,78.1,26.4,8.1,93.6,1.9,90.9,1.8,,,
Gilbert, Tyler,656457,2021,40.0,15.9,8.3,89.7,1.4,89.5,1.5,86.3,1.5,
Gilbreath, Lucas,656458,2021,42.2,23.8,12.4,93.3,1.6,,,,,
Hentges, Sam,656529,2021,68.2,21.4,10.1,94.6,1.6,93,1.6,,,
Hoffman, Jeff,656546,2021,73.0,23.6,13.4,94.3,1.7,,,,,
Holloway, Jordan,656548,2021,36.0,22.8,16.5,95.4,1.5,95.9,1.3,,,
Houck, Tanner,656557,2021,69.0,30.5,7.4,94.5,1.2,93.2,1.3,,,
Keller, Mitch,656605,2021,100.2,19.6,10.4,93.8,1.6,,,,,
Kopech, Michael,656629,2021,69.1,36.1,8.4,97.3,1.7,,,,,
Lange, Alex,656638,2021,35.2,24.1,9.9,96.4,1.1,97.1,,,,
Martin, Brett,656685,2021,62.1,15.9,5.3,93.6,1.1,93.1,1.1,,,
Megill, Tylor,656731,2021,89.2,26.1,7.1,94.6,1.4,,,,,
Montgomery, Jordan,656756,2021,157.1,24.5,7.7,92.6,1.1,92.4,1.2,87.3,1.6,
Newcomb, Sean,656794,2021,32.1,28.7,18.0,95.6,1.3,95.5,,87.4,1.6,
Peterson, David,656849,2021,66.2,24.0,10.1,92.7,1.6,92.4,1.5,,,
Rasmussen, Drew,656876,2021,76.0,23.8,8.1,97.1,1.4,91.1,1.5,88.6,,
Scott, Tanner,656945,2021,54.0,27.9,14.7,96.8,1.2,96.1,1.4,,,
Sheffield, Justus,656954,2021,80.1,16.4,11.2,93.3,1.4,92.3,1.2,,,
Steele, Justin,657006,2021,57.0,23.8,10.9,93.2,1.7,92.9,1.6,,,
Taylor, Josh,657031,2021,47.2,28.7,11.0,94.6,1.3,94.5,1.2,,,
Toussaint, Touki,657053,2021,50.0,22.2,10.2,93.7,1.5,92.7,1.6,,,
Watkins, Spenser,657093,2021,54.2,13.7,7.5,90.8,1.3,,,86.7,1.6,
Webb, Jacob,657097,2021,34.1,21.6,9.2,94.1,0.9,,,,,
Webb, Logan,657277,2021,148.1,26.5,6.0,93.2,1.1,92.8,1.3,91.2,1.3,
Hill, Tim,657612,2021,59.2,22.0,9.0,92,1.1,91.1,1.2,,,
Lamet, Dinelson,659275,2021,47.0,27.3,10.5,95.5,1.4,95.3,1.3,,,
Ohtani, Shohei,660271,2021,130.1,29.3,8.3,95.6,2.5,,,86.9,2.4,
Yang, Hyeon-Jong,660365,2021,35.1,15.6,10.0,89.9,1.5,,,,,
Ynoa, Huascar,660623,2021,91.0,26.9,6.7,96.5,1.7,95.6,1.4,,,
Suarez, Jose,660761,2021,98.1,20.6,8.7,92.9,1.3,91.3,1.4,,,
Graterol, Brusdar,660813,2021,33.1,18.0,8.7,99.5,1.4,100,1.1,95.3,1.5,
De Los Santos, Enyel,660853,2021,35.1,27.7,10.4,94.8,1.3,,,,,
Alcala, Jorge,660896,2021,59.2,26.6,5.7,97.4,1.7,97.2,1.5,,,
Gutierrez, Vladimir,661269,2021,114.0,17.7,9.3,93.2,1.3,92.9,1.4,,,
Clase, Emmanuel,661403,2021,69.2,26.5,5.7,100.6,1.4,,,100.2,1,
Thornton, Trent,663423,2021,49.0,24.1,7.4,93.9,1.7,93,1.5,89.9,1.6,
Rainey, Tanner,663432,2021,31.2,27.8,16.6,96.3,1.6,,,,,
Bubic, Kris,663460,2021,130.0,20.5,10.6,90.9,1.8,,,,,
Allard, Kolby,663465,2021,124.2,19.5,5.8,91.5,1.1,92.5,1.4,86.3,1.4,
McKenzie, Triston,663474,2021,120.0,27.5,11.7,92.1,1.5,,,,,
Allen, Logan,663531,2021,50.1,16.7,7.7,92.7,1.3,90.2,1.4,82.9,1.4,
Mize, Casey,663554,2021,150.1,19.3,6.7,93.9,1.6,93.2,1.6,,,
McClanahan, Shane,663556,2021,123.1,27.3,7.2,96.4,2,,,,,
Santillan, Tony,663574,2021,43.1,29.5,11.1,95,1.4,,,,,
Neidert, Nick,663734,2021,35.2,13.4,14.6,91.7,1.4,,,85.6,,
Lynch, Daniel,663738,2021,68.0,17.7,10.0,93.8,1.5,93.2,1.5,,,
Woodford, Jake,663765,2021,67.2,17.1,8.5,92.1,1.5,91.4,1.4,,,
Sandoval, Patrick,663776,2021,87.0,25.9,9.9,93.2,1.6,93.3,1.6,,,
Kowar, Jackson,663804,2021,30.1,18.8,13.0,95.6,1.1,,,,,
Singer, Brady,663903,2021,128.1,22.4,9.0,92.7,1.5,93.7,1.3,,,
Paddack, Chris,663978,2021,108.1,21.6,4.8,94.8,1.5,,,,,
Stephan, Trevor,663986,2021,63.1,26.6,11.0,96.2,1.5,,,,,
Gonsolin, Tony,664062,2021,55.2,27.2,14.2,93.8,1.5,,,,,
Ponce, Cody,664074,2021,38.1,20.1,6.1,93.2,1.3,92.7,1.5,89.4,1.5,
Fairbanks, Pete,664126,2021,42.2,29.6,11.1,97.1,1.5,94.1,1.5,,,
Brubaker, JT,664141,2021,124.1,24.0,7.1,92.9,1.3,93.4,1.2,,,
Lucchesi, Joey,664192,2021,38.1,26.1,7.0,,,91,1.5,90.8,1.3,
Clarke, Taylor,664199,2021,43.1,20.1,7.2,95.5,0.9,,,,,
Maton III, Phil,664208,2021,66.2,28.6,10.8,91.5,1.1,,,88,1.7,
Valdez, Framber,664285,2021,134.2,21.9,10.1,92.1,1.5,92.5,1.7,,,
Javier, Cristian,664299,2021,101.1,30.7,12.5,93.5,1.4,,,,,
Urquidy, Jose,664353,2021,107.0,21.3,4.5,92.5,1.7,,,,,
Helsley, Ryan,664854,2021,47.1,22.8,13.1,97.4,1.7,97.5,1.5,,,
Keller, Kyle,664918,2021,33.1,23.2,14.2,94.5,1.4,,,,,
Misiewicz, Anthony,664948,2021,54.2,22.5,6.4,94.3,1.1,,,88.7,1.8,
Kremer, Dean,665152,2021,53.2,19.2,10.2,92.6,1.4,,,87.2,1.5,
Anderson, Ian,666120,2021,128.1,23.2,9.9,94.6,1.1,94.1,1.4,,,
Garrett, Braxton,666129,2021,34.0,20.1,12.6,90.3,1.2,89.1,1.1,,,
Manning, Matt,666159,2021,85.1,14.8,8.6,93.5,1.6,93.7,1.6,,,
Luzardo, Jesus,666200,2021,95.1,22.4,11.0,95.7,1.7,95.1,1.7,,,
Manoah, Alek,666201,2021,111.2,27.7,8.7,93.7,1.3,92.8,1.4,,,
Muller, Kyle,666205,2021,36.2,23.9,12.9,93.4,1.6,93.5,1.5,,,
King, John,667463,2021,46.0,20.7,6.2,,,92.2,1.4,87.3,2.1,
Plesac, Zach,668676,2021,142.2,16.7,5.7,92.8,1.5,,,,,
Gallen, Zac,668678,2021,121.1,26.6,9.4,93.4,1.3,93.3,1.4,90.3,1.4,
Kranick, Max,668820,2021,38.2,17.6,10.4,94.2,1.7,,,,,
Wilson, Bryse,669060,2021,74.0,14.3,6.8,93,1.2,92.7,1.2,,,
Zimmermann, Bruce,669145,2021,64.1,19.6,7.7,91.4,1.3,,,,,
Burnes, Corbin,669203,2021,167.0,35.6,5.2,96.4,1.4,96.9,1.2,95.2,1.3,
Akin, Keegan,669211,2021,95.0,19.2,9.4,92,1.4,,,,,
Morgan, Eli,669212,2021,89.1,21.4,5.8,90.5,1.5,,,86.6,1.5,
Gilbert, Logan,669302,2021,119.1,25.4,5.6,95.3,1.3,,,,,
Wells, Tyler,669330,2021,57.0,29.0,5.4,95.2,1.4,,,,,
Skubal, Tarik,669373,2021,149.1,25.9,7.4,94.3,1.6,94.5,1.5,94.2,1.4,
Rogers, Trevor,669432,2021,133.0,28.5,8.4,94.5,1.6,94.9,,,,
Bieber, Shane,669456,2021,96.2,33.1,8.1,92.8,1,,,88.2,1.4,
Bender, Anthony,669622,2021,61.1,28.7,8.1,97.5,1.3,96.8,1.1,,,
Long, Sam,669674,2021,40.2,21.6,8.5,92.6,1.4,92.4,1.5,,,
White, Mitch,669952,2021,46.2,24.9,8.6,94.4,1.3,96.3,1.5,,,
Bednar, David,670280,2021,60.2,32.5,8.0,96.7,1.2,,,,,
Oviedo, Johan,670912,2021,62.1,17.7,12.8,94.9,1.6,96.7,1.4,,,
Richards, Trevor,670950,2021,64.1,31.1,8.8,92.7,1,,,,,
Hernandez, Carlos,672578,2021,85.2,20.7,11.5,97.2,1.9,,,,,
Patino, Luis,672715,2021,77.1,22.2,8.7,95.7,1.5,94.6,1.5,,,
Karinchak, James,675916,2021,55.1,33.2,13.6,95.9,1,,,,,
Howard, Spencer,675921,2021,49.2,22.7,11.8,94.2,1.8,94,1.4,88.1,1.7,
Heuer, Codi,676051,2021,67.1,19.9,8.2,95.9,1.4,,,,,
Whitlock, Garrett,676477,2021,73.1,27.2,5.7,96.3,1.4,95.8,1.3,,,
Fleming, Josh,676596,2021,104.1,14.5,6.9,91,1.5,91.2,1.2,86.3,1.3,
Vest, Will,676684,2021,35.0,17.3,11.5,93.5,1.1,,,,,
Peacock, Matt,676840,2021,86.1,13.0,7.3,92.9,1.5,93.4,1.4,,,
de Geus, Brett,676969,2021,50.0,17.2,10.5,91.3,1.5,93.8,1.2,88.4,1.4,
Crochet, Garrett,676979,2021,54.1,28.3,11.7,96.7,1.3,,,,,
Garcia, Luis,677651,2021,155.1,26.4,7.9,93.3,1.5,,,86.1,1.8,
Weathers, Ryan,677960,2021,94.2,18.0,7.5,93.9,1.5,93.7,1.5,,,
Dobnak, Randy,677976,2021,50.2,11.8,5.3,93.5,1.4,91.6,1.2,,,
Gray, Josiah,680686,2021,70.2,24.8,10.7,94.6,1.1,,,,,
Vesia, Alex,681911,2021,40.0,33.5,13.7,93.8,1.3,,,,,
Arihara, Kohei,685503,2021,40.2,13.5,7.3,91.2,2.1,90.1,1.6,87.1,1.7,
Wainwright, Adam,425794,2022,191.2,17.8,6.7,88,1.4,88.6,1.5,84.3,1.6,
Greinke, Zack,425844,2022,137.0,12.5,4.6,89.1,1.4,89.3,1.3,85.8,1.4,
Verlander, Justin,434378,2022,175.0,27.8,4.4,95,1.3,,,,,
Sanchez, Anibal,434671,2022,69.1,16.4,11.3,89.9,1.3,89.1,1.4,87.3,1.5,
Jansen, Kenley,445276,2022,64.0,32.7,8.5,,,93.6,1.5,92.2,1.6,
Chavez, Jesse,445926,2022,69.1,25.3,6.8,90.6,1.4,91.2,1.2,89.1,1.1,
Kluber, Corey,446372,2022,164.0,20.2,3.0,88.9,1.3,88.9,1.1,86.3,1.3,
Hill, Rich,448179,2022,124.1,20.7,7.0,88.5,1.2,86.1,1.5,84.2,1.4,
Morton, Charlie,450203,2022,172.0,28.2,8.7,94.9,1.2,94.7,1.2,88.4,1.5,
Kennedy, Ian,453178,2022,50.1,19.0,9.5,93.4,0.9,,,85.8,1.3,
Bard, Daniel,453268,2022,60.1,28.2,10.2,97.8,1.5,98,1.1,,,
Scherzer, Max,453286,2022,145.1,30.6,4.2,94,1.3,,,89.2,1.2,
Melancon, Mark,453343,2022,56.0,14.2,8.5,91.7,1.2,,,90.9,1.1,
Martin, Chris,455119,2022,56.0,32.9,2.2,95.3,1,94.6,1.2,91.7,1.2,
Price, David,456034,2022,40.1,22.2,5.4,92.1,1.8,92.4,1.5,87.9,1.7,
Cueto, Johnny,456501,2022,158.1,15.7,5.1,91.4,1.5,91.4,1.5,86.9,1.4,
Bush, Matt,456713,2022,59.2,30.3,7.4,97.3,1.2,,,92.9,1.6,
Lynn, Lance,458681,2022,121.2,24.2,3.7,93,1.4,91.5,1.5,89,1.4,
McGee, Jake,459429,2022,37.0,15.3,7.4,94.4,1.7,,,,,
Chacin, Jhoulys,468504,2022,47.1,16.9,9.6,92.6,1.4,92.9,1.2,,,
Carrasco, Carlos,471911,2022,152.0,23.6,6.4,93.2,1.2,91.9,1.3,,,
Garcia, Luis,472610,2022,61.0,26.3,6.6,97.4,1.5,98.7,1.4,,,
Phelps, David,475479,2022,63.2,23.5,11.4,93.2,1,93.2,1.1,89.8,1.1,
Luetge, Lucas,476595,2022,57.1,23.9,6.8,,,,,87.6,1.3,
Kershaw, Clayton,477132,2022,126.1,27.8,4.7,90.7,1,90.8,1.4,,,
Miley, Wade,489119,2022,37.0,17.6,8.8,89.1,1.5,88.3,1.3,85.1,1.4,
Stammen, Craig,489334,2022,40.2,19.8,5.6,91,1.5,91.4,1.1,87.8,1.2,
Ottavino, Adam,493603,2022,65.2,30.6,6.2,94.8,1.2,94.2,1.2,87.8,1.5,
Quintana, Jose,500779,2022,165.2,20.2,6.9,91.2,1.1,91.4,1,,,
Pineda, Michael,501381,2022,46.2,13.0,4.0,89.9,1.2,,,,,
Minor, Mike,501985,2022,98.0,16.7,8.8,90.4,1.3,89.9,1.4,,,
Archer, Chris,502042,2022,102.2,19.2,11.0,93,1.4,,,,,
Gibson, Kyle,502043,2022,167.2,20.1,6.7,92,1.2,91.6,1.4,89.4,1.5,
Robertson, David,502085,2022,63.2,30.7,13.3,,,,,93,1.3,
Cobb, Alex,502171,2022,149.2,23.9,6.8,95.5,1.4,94.8,0.9,,,
Espino, Paolo,502179,2022,113.1,18.9,4.9,88.5,1.1,,,,,
Boxberger, Brad,502202,2022,64.0,25.4,10.1,92.7,1.3,,,,,
Peralta, Wily,503449,2022,38.1,19.0,14.3,95.4,1.3,95.5,1.2,,,
Darvish, Yu,506433,2022,194.2,25.6,4.8,95,1.5,94.7,1.5,86.5,2.4,
Colome, Alex,517008,2022,47.0,14.9,10.2,94.5,1.3,,,90.8,1.3,
Brasier, Ryan,518489,2022,62.1,24.3,4.9,95.9,1.2,96.1,1,,,
Bumgarner, Madison,518516,2022,158.2,16.0,7.0,91.2,1.1,91.2,1.4,87.4,1.2,
Cishek, Steve,518553,2022,66.1,25.8,9.4,89.3,1.4,89.8,1.2,,,
Diekman, Jake,518617,2022,57.2,29.4,15.6,95.6,1.2,95.3,1.5,,,
Kelly, Merrill,518876,2022,200.1,22.0,7.6,92.6,1.3,92.6,1.2,90.9,1.3,
Kimbrel, Craig,518886,2022,60.0,27.7,10.8,95.8,1.1,,,,,
Moore, Matt,519043,2022,74.0,27.3,12.5,93.9,1.1,,,,,
Pressly, Ryan,519151,2022,48.1,35.7,7.1,94.5,1.4,,,,,
Smith, Will,519293,2022,59.0,24.9,9.6,92.1,1.2,,,,,
Strickland, Hunter,519326,2022,62.1,21.1,11.6,95,1.4,94.3,1.9,,,
Hendriks, Liam,521230,2022,57.2,36.2,6.8,97.6,1.1,,,,,
Kelly, Joe,523260,2022,37.0,31.2,13.5,97.1,1.4,97.9,1.2,,,
Perez, Martin,527048,2022,196.1,20.6,8.4,92.7,1.3,92.6,1.4,89.8,1.4,
Castellanos, Humberto,528748,2022,44.1,16.5,6.2,89.4,1.6,90.4,1.3,,,
Ramirez, Erasmo,541640,2022,86.1,17.6,4.0,93.7,1.5,93.1,1.4,89.2,1.4,
Anderson, Tyler,542881,2022,178.2,19.5,4.8,90.7,1.4,89,1.5,85.7,2,
Armstrong, Shawn,542888,2022,61.2,24.5,6.3,95.3,1.2,95.6,1.1,92.3,1.5,
Bass, Anthony,542914,2022,70.1,26.5,7.3,95,1.1,95.4,1,,,
Bleier, Richard,542947,2022,50.2,14.4,4.5,90.8,1.1,89.8,1,87.3,1.4,
Cole, Gerrit,543037,2022,200.2,32.4,6.3,97.8,1.3,,,92,1.5,
Eovaldi, Nathan,543135,2022,109.1,22.4,4.3,95.7,1.9,,,90.6,2.1,
Gray, Sonny,543243,2022,119.2,24.0,7.4,92.1,1,92,1.1,83.4,1.5,
Hand, Brad,543272,2022,45.0,19.2,11.6,92.6,1.1,92.4,1.1,,,
Hendricks, Kyle,543294,2022,84.1,18.5,6.7,86.9,1,86.5,1,,,
Lyles, Jordan,543475,2022,179.0,18.6,6.7,91.8,1.2,90.8,1.3,84.8,2,
McHugh, Collin,543521,2022,69.1,27.6,5.1,91,1.4,,,88.9,1.2,
Odorizzi, Jake,543606,2022,106.1,19.0,7.7,92.1,1,,,87.6,1.5,
Shaw, Bryan,543766,2022,58.1,19.9,10.0,,,92.4,1.9,92.9,2.4,
Banuelos, Manny,544365,2022,41.0,24.0,12.0,93.7,1.1,93.4,1.2,,,
Familia, Jeurys,544727,2022,44.1,20.1,10.8,95.4,1.5,95.2,1.2,,,
Lorenzen, Michael,547179,2022,97.2,20.7,10.7,94.6,1.2,93.9,1.3,90.4,1.5,
Chapman, Aroldis,547973,2022,36.1,26.9,17.5,97.5,2.1,100.2,1.3,,,
Raley, Brooks,548384,2022,53.2,27.9,6.8,90.5,1.4,90.7,1.1,88,1.2,
Stripling, Ross,548389,2022,134.1,20.7,3.7,91.9,1.6,89.9,1.7,,,
Garcia, Yimi,554340,2022,61.0,23.5,6.5,94.9,1.5,93.8,1.4,,,
Wheeler, Zack,554430,2022,153.0,26.9,5.6,95.9,1.3,95.4,1.3,,,
Matzek, Tyler,554431,2022,43.2,19.6,15.8,94.1,1.3,,,,,
Rodriguez, Joely,570257,2022,50.1,26.4,12.0,92.8,1.3,92.7,1.1,,,
Urena, Jose,570632,2022,97.0,14.6,10.0,96.1,1.1,95.6,1.1,,,
Cessa, Luis,570666,2022,80.2,17.6,8.3,93.3,1.3,93.6,1.2,,,
Bellatti, Andrew,571479,2022,54.1,33.9,10.9,94.4,1.1,,,,,
Corbin, Patrick,571578,2022,152.2,18.0,6.9,92.1,1.5,92.9,1.5,,,
Farmer, Buck,571656,2022,47.0,27.1,12.6,94.6,0.9,,,,,
Floro, Dylan,571670,2022,53.2,21.8,6.8,92.4,1.3,92.6,1.3,,,
Givens, Mychal,571710,2022,61.1,27.3,9.6,93.4,1.6,,,,,
Heaney, Andrew,571760,2022,72.2,35.5,6.1,93,1.5,,,,,
Hutchison, Drew,571800,2022,105.1,14.7,9.1,92.4,1.3,92.7,1.2,,,
Loup, Aaron,571901,2022,58.2,20.0,8.5,,,91.2,1.4,84.7,1.4,
Matz, Steven,571927,2022,48.0,26.1,4.8,,,94.5,1,,,
Mikolas, Miles,571945,2022,202.1,19.0,4.8,93.5,1.5,93,1.5,,,
Milner, Hoby,571948,2022,64.2,23.5,5.5,89.2,1.3,88.9,1.1,,,
Richards, Garrett,572070,2022,42.2,19.5,7.0,94.4,1,95.7,1.5,,,
Tepera, Ryan,572193,2022,57.1,20.3,8.6,92.6,1.2,92.9,1.2,,,
Keuchel, Dallas,572971,2022,60.2,14.9,10.2,87.9,1.1,87.2,1.1,85.2,1.2,
Mantiply, Joe,573009,2022,60.0,25.1,2.5,91,1.3,90.4,1.2,,,
Rogers, Taylor,573124,2022,64.1,30.7,6.9,93.6,1.4,94.3,1,,,
Stroman, Marcus,573186,2022,138.2,20.9,6.3,92.4,1.3,92,0.9,89.4,1.8,
Thielbar, Caleb,573204,2022,59.1,32.7,7.3,92.8,1.3,,,,,
Kikuchi, Yusei,579328,2022,100.2,27.3,12.8,94.9,1.1,,,91.1,1.2,
Adam, Jason,592094,2022,63.1,31.6,7.2,94.8,1.3,,,,,
Gausman, Kevin,592332,2022,174.2,28.3,3.9,95,1.8,,,,,
Gray, Jon,592351,2022,127.1,25.7,7.5,95.9,1.2,,,,,
Ray, Robbie,592662,2022,189.0,27.4,8.0,93.4,1.5,93.3,1.5,,,
Sampson, Adrian,592716,2022,104.1,17.1,6.3,92.5,1,91.9,1,84.9,1.3,
Sanchez, Aaron,592717,2022,60.0,15.5,5.7,92.4,1.5,92.2,1.4,,,
Smith, Caleb,592761,2022,70.0,21.5,12.9,91.9,1.3,,,,,
Smyly, Drew,592767,2022,106.1,20.4,5.8,,,92.6,1.2,88.6,1.5,
Stanek, Ryne,592773,2022,54.2,27.7,13.8,98.3,1.2,,,,,
Syndergaard, Noah,592789,2022,134.2,16.8,5.5,94.1,1.3,93.6,1.2,,,
Taillon, Jameson,592791,2022,177.1,20.7,4.4,94.1,1.1,94.2,1,90.7,1.4,
Velasquez, Vince,592826,2022,75.1,21.6,7.8,93.2,1.3,91.9,1.4,,,
Walker, Taijuan,592836,2022,157.1,20.3,6.9,93.7,1.4,92.9,1.2,88.6,1.6,
Wick, Rowan,592858,2022,64.0,23.5,9.9,94.9,1.3,91.7,1.5,93.1,1.6,
Williams, Trevor,592866,2022,89.2,22.6,6.2,91.2,1.4,89,1.3,,,
German, Domingo,593334,2022,72.1,19.5,6.4,92.7,1.2,92.7,1.2,,,
Montas, Frankie,593423,2022,144.1,23.4,7.1,96.1,1.2,95.6,1.2,89.5,1,
Neris, Hector,593576,2022,65.1,30.0,6.5,94.3,0.9,94.5,0.9,,,
Rodriguez, Eduardo,593958,2022,91.0,18.4,8.7,91.7,1.4,91.7,1.3,88.7,1.5,
Peralta, Wandy,593974,2022,56.1,21.1,7.6,95.4,1.3,95.4,1.3,,,
Mayers, Mike,594577,2022,50.2,20.2,8.1,93.5,1.3,92,1.4,88.3,1.3,
Moll, Sam,594580,2022,43.1,24.6,11.8,,,93.3,1.3,,,
deGrom, Jacob,594798,2022,64.1,42.7,3.3,98.9,1.4,,,,,
Gonzales, Marco,594835,2022,183.0,13.2,6.4,88.4,1.1,,,86.1,1,
Okert, Steven,595345,2022,51.1,28.5,11.8,93.7,1.2,,,,,
Beede, Tyler,595881,2022,61.1,13.7,10.2,95.8,1.4,95.6,1.3,,,
Junis, Jakob,596001,2022,112.0,20.5,5.2,90.8,1.6,91.9,1.3,85.6,1.5,
Norris, Daniel,596057,2022,58.2,26.4,11.6,91.3,1.6,90.9,1.5,,,
Peters, Dillon,596071,2022,39.1,15.8,10.3,92.9,1,92.5,1.1,,,
Stephenson, Robert,596112,2022,58.0,22.3,5.7,96.8,1.2,,,,,
Weaver, Luke,596133,2022,35.2,21.8,7.5,94.9,1.5,94.7,1.5,88.1,1.4,
Gomber, Austin,596295,2022,124.2,18.0,6.4,91,1.6,,,,,
Barnes, Matt,598264,2022,39.2,19.3,11.9,95,1.2,,,,,
Ramirez, Noe,598287,2022,50.0,23.7,12.1,89.7,1.1,,,,,
Leclerc, Jose,600917,2022,47.2,27.3,10.6,96.5,1.1,,,89.2,1.4,
Machado, Andres,600921,2022,59.1,17.6,10.0,95.6,1.5,95,1.3,,,
Pivetta, Nick,601713,2022,179.2,22.6,9.4,93.4,1.3,,,,,
Barlow, Scott,605130,2022,74.1,26.6,7.6,93.6,1.5,92.6,1.4,,,
Bassitt, Chris,605135,2022,181.2,22.4,6.6,93.2,1.5,92.8,1.3,89.1,1.6,
Brebbia, John,605154,2022,68.0,18.8,6.3,94.4,1.3,,,,,
Bundy, Dylan,605164,2022,140.0,15.8,4.7,89,1.4,89.7,1.5,,,
Chafin, Andrew,605177,2022,57.1,27.6,7.8,91.6,1.4,91.6,1.5,,,
Clevinger, Mike,605182,2022,114.1,18.8,7.2,93.6,1.4,93.2,1.4,86.6,2.5,
Cotton, Jharel,605194,2022,43.0,21.5,11.0,92.7,1.6,,,,,
Davies, Zach,605200,2022,134.1,17.9,9.1,,,89.6,1.6,87.6,1.1,
Edwards Jr., Carl,605218,2022,62.0,21.9,9.8,94.6,1.3,,,,,
Fulmer, Michael,605242,2022,63.2,22.1,10.1,94.2,1.4,94.5,1.3,,,
Holmes, Clay,605280,2022,63.2,25.0,7.7,98,,97,1.6,,,
Houser, Adrian,605288,2022,102.2,15.2,10.3,94.3,1.4,93.8,1.2,,,
Lopez, Jorge,605347,2022,71.0,24.2,10.4,97.3,1.3,97.7,1.1,,,
Musgrove, Joe,605397,2022,181.0,24.9,5.7,92.9,1.2,92.4,1.2,90.1,1.3,
Nola, Aaron,605400,2022,205.0,29.1,3.6,92.8,1.3,92.2,1.4,86.8,1.3,
Romano, Jordan,605447,2022,64.0,28.3,8.1,96.9,1.6,96.5,1.4,,,
Snell, Blake,605483,2022,128.0,32.0,9.5,95.8,1.2,,,,,
Springs, Jeffrey,605488,2022,135.1,26.2,5.6,91.4,1.1,90.1,1.5,,,
Thompson, Zach,605507,2022,121.2,16.6,8.5,92.3,1.2,92.2,1.3,86.8,1.5,
Warren, Art,605521,2022,36.0,24.2,13.3,93.5,1.7,,,,,
Wisler, Matt,605538,2022,44.0,19.9,8.0,89.7,1.2,,,,,
Woodruff, Brandon,605540,2022,153.1,30.6,6.8,96.3,1.2,95.8,1.3,,,
